a : -8.9783, 0 -> 0
b : -6.5325, 0 -> 2
c : 1.8661, 0 -> 5
d : 2.8724, 0 -> 4
a : -8.3748, 1 -> 0
b : -8.8086, 1 -> 2
c : -1.3760, 1 -> 4
d : -8.2530, 1 -> 7
a : 2.6692, 2 -> 4
b : 9.6755, 2 -> 6
c : 2.8520, 2 -> 5
d : 7.8712, 2 -> 7
a : 8.1291, 3 -> 6
b : -9.9143, 3 -> 6
c : 2.8263, 3 -> 1
d : -5.4615, 3 -> 4
a : -1.3701, 4 -> 4
b : -8.2054, 4 -> 2
c : -0.6607, 4 -> 0
d : -2.0582, 4 -> 3
a : 2.8477, 5 -> 7
b : 8.1406, 5 -> 1
c : 2.3719, 5 -> 4
d : 4.9704, 5 -> 4
a : 4.6052, 6 -> 2
b : 1.1491, 6 -> 6
c : 1.1275, 6 -> 4
d : 9.1731, 6 -> 3
a : 5.9366, 7 -> 5
b : -8.2852, 7 -> 2
c : 9.3127, 7 -> 3
d : -6.7427, 7 -> 7
d : -2.5559, 0 -> 3
b : 0.1686, 0 -> 6
d : -9.0660, 1 -> 3
a : -4.5296, 1 -> 3
b : -0.0599, 2 -> 5
d : 6.4720, 2 -> 0
d : 1.6116, 3 -> 6
c : -5.8229, 3 -> 3
a : -3.5249, 4 -> 4
d : -0.8244, 4 -> 0
a : 0.0402, 5 -> 1
a : -4.1684, 5 -> 3
b : 5.4400, 6 -> 6
d : -0.4576, 6 -> 3
c : -9.2814, 7 -> 5
a : -9.0525, 7 -> 2
