a : -2.8597, 0 -> 2
b : 4.4726, 0 -> 2
c : 4.7634, 0 -> 4
d : -7.2245, 0 -> 3
a : 6.2708, 1 -> 1
b : 8.3657, 1 -> 5
c : -5.5785, 1 -> 6
d : -6.8824, 1 -> 7
a : -3.7637, 2 -> 4
b : 7.9680, 2 -> 2
c : 7.1294, 2 -> 3
d : 5.9608, 2 -> 5
a : -3.9563, 3 -> 7
b : -6.7219, 3 -> 1
c : -9.8186, 3 -> 3
d : 3.8306, 3 -> 1
a : 6.5977, 4 -> 6
b : 0.0040, 4 -> 3
c : 4.6647, 4 -> 5
d : -1.8403, 4 -> 4
a : -4.1873, 5 -> 7
b : -4.6769, 5 -> 6
c : 8.2270, 5 -> 1
d : -4.2155, 5 -> 3
a : 0.4428, 6 -> 0
b : 7.7538, 6 -> 4
c : 0.4927, 6 -> 7
d : 8.4787, 6 -> 6
a : -7.6555, 7 -> 2
b : -1.9578, 7 -> 7
c : -0.5017, 7 -> 0
d : -3.4378, 7 -> 2
a : -4.3158, 0 -> 4
b : 7.6469, 0 -> 1
b : -6.3598, 1 -> 6
c : -5.5958, 1 -> 2
d : -3.4454, 2 -> 0
d : -2.8415, 2 -> 3
a : 9.0494, 3 -> 0
c : -5.7644, 3 -> 7
b : -5.8926, 4 -> 5
a : 9.6085, 4 -> 7
c : -7.9922, 5 -> 7
b : -8.7157, 5 -> 3
d : 2.9276, 6 -> 6
b : 1.4112, 6 -> 3
c : -7.4784, 7 -> 4
b : 4.5392, 7 -> 2
