a : 8.6761, 0 -> 5
b : -0.6830, 0 -> 6
c : 0.2894, 0 -> 2
d : -3.4243, 0 -> 1
a : 7.5335, 1 -> 7
b : -1.6863, 1 -> 0
c : 4.7757, 1 -> 6
d : -9.1451, 1 -> 4
a : 6.3844, 2 -> 7
b : 8.0562, 2 -> 0
c : 5.2214, 2 -> 2
d : -8.4086, 2 -> 1
a : 8.1301, 3 -> 2
b : -0.3126, 3 -> 5
c : 7.5175, 3 -> 0
d : -0.6321, 3 -> 5
a : 9.1738, 4 -> 4
b : -8.4139, 4 -> 2
c : -9.4548, 4 -> 1
d : -9.8747, 4 -> 3
a : 5.0980, 5 -> 0
b : -7.7443, 5 -> 3
c : -4.7657, 5 -> 6
d : 4.1835, 5 -> 0
a : 2.3009, 6 -> 6
b : -5.1004, 6 -> 6
c : 7.5616, 6 -> 6
d : -5.6035, 6 -> 2
a : 4.1578, 7 -> 1
b : 1.6547, 7 -> 6
c : -1.3788, 7 -> 6
d : 1.8911, 7 -> 1
d : -2.4964, 0 -> 2
c : -3.0671, 0 -> 5
b : 7.3974, 1 -> 6
d : 6.8467, 1 -> 2
b : -6.3743, 2 -> 3
b : 4.3244, 2 -> 4
d : -3.9808, 3 -> 2
d : 8.6713, 3 -> 4
b : 9.2005, 4 -> 2
b : -0.2288, 4 -> 6
c : -8.5246, 5 -> 7
a : 8.3748, 5 -> 7
d : 5.1878, 6 -> 3
b : 3.7874, 6 -> 7
b : 7.5261, 7 -> 4
d : 0.0078, 7 -> 7
