a : -4.7125, 0 -> 6
b : 1.0578, 0 -> 5
c : 5.3878, 0 -> 6
d : 3.5747, 0 -> 7
a : -0.4495, 1 -> 6
b : -0.3749, 1 -> 6
c : 4.7827, 1 -> 0
d : 0.4449, 1 -> 1
a : 1.6710, 2 -> 3
b : 9.6781, 2 -> 1
c : 8.2937, 2 -> 7
d : -3.1816, 2 -> 6
a : -0.3784, 3 -> 5
b : -9.4446, 3 -> 7
c : -6.9132, 3 -> 5
d : 5.3880, 3 -> 1
a : 2.2905, 4 -> 2
b : 7.6100, 4 -> 7
c : 5.8914, 4 -> 1
d : 0.1639, 4 -> 5
a : -4.4704, 5 -> 1
b : -2.5502, 5 -> 5
c : 0.3630, 5 -> 5
d : -8.6109, 5 -> 6
a : 0.7993, 6 -> 1
b : 0.0426, 6 -> 3
c : -1.1089, 6 -> 6
d : 9.5459, 6 -> 7
a : -8.3544, 7 -> 7
b : -1.6268, 7 -> 6
c : -6.7807, 7 -> 5
d : -8.7241, 7 -> 4
d : -0.3302, 0 -> 5
b : -7.4809, 0 -> 1
c : -9.7944, 1 -> 2
c : -2.6704, 1 -> 6
a : -1.1667, 2 -> 3
b : -6.4096, 2 -> 1
c : 6.7684, 3 -> 2
c : -8.9404, 3 -> 2
c : -4.8780, 4 -> 3
d : 4.7930, 4 -> 3
d : 4.0770, 5 -> 3
a : -4.8079, 5 -> 4
a : -3.7699, 6 -> 0
c : 9.0008, 6 -> 1
c : -9.8639, 7 -> 4
b : 1.3439, 7 -> 7
