a : -3.1339, 0 -> 1
b : 3.8181, 0 -> 7
c : 2.0966, 0 -> 0
d : -3.6971, 0 -> 2
a : 0.4569, 1 -> 5
b : 3.0742, 1 -> 3
c : 7.0969, 1 -> 3
d : -5.5784, 1 -> 6
a : 9.5708, 2 -> 2
b : 7.4307, 2 -> 6
c : -9.9064, 2 -> 0
d : 7.6048, 2 -> 7
a : -3.8781, 3 -> 1
b : -6.5338, 3 -> 6
c : 0.5052, 3 -> 5
d : 7.0615, 3 -> 6
a : -4.1526, 4 -> 5
b : -4.4078, 4 -> 2
c : 5.3304, 4 -> 2
d : -7.5385, 4 -> 5
a : -3.3671, 5 -> 4
b : 1.9130, 5 -> 2
c : -9.2223, 5 -> 0
d : -8.0792, 5 -> 6
a : -0.4712, 6 -> 4
b : -3.5164, 6 -> 2
c : 3.7814, 6 -> 6
d : -2.6301, 6 -> 0
a : -9.2359, 7 -> 6
b : -8.4330, 7 -> 3
c : -7.1052, 7 -> 1
d : 1.8194, 7 -> 4
d : -4.5922, 0 -> 0
b : 9.6574, 0 -> 3
c : -4.9604, 1 -> 3
c : 3.7970, 1 -> 0
c : -2.3176, 2 -> 5
c : 1.1413, 2 -> 7
d : 3.7519, 3 -> 1
d : -1.1560, 3 -> 2
a : 2.6908, 4 -> 6
a : 1.4985, 4 -> 4
a : 6.5986, 5 -> 1
c : 6.5309, 5 -> 5
d : 1.8573, 6 -> 5
c : -8.8278, 6 -> 4
c : 1.0798, 7 -> 2
d : 6.6016, 7 -> 0
