a : -4.5306, 0 -> 1
b : -5.4804, 0 -> 7
c : 1.8559, 0 -> 7
d : 7.2405, 0 -> 2
a : -6.4791, 1 -> 0
b : -5.7819, 1 -> 5
c : -4.9719, 1 -> 3
d : -8.7779, 1 -> 1
a : -2.2500, 2 -> 0
b : 9.6902, 2 -> 5
c : -7.2587, 2 -> 3
d : -5.2605, 2 -> 3
a : -1.0139, 3 -> 5
b : 6.7290, 3 -> 4
c : 0.4497, 3 -> 7
d : -8.6001, 3 -> 0
a : -5.0285, 4 -> 0
b : -0.7609, 4 -> 0
c : -0.4123, 4 -> 0
d : -4.1863, 4 -> 2
a : -8.4178, 5 -> 5
b : 2.7183, 5 -> 2
c : 2.9987, 5 -> 3
d : -2.9437, 5 -> 2
a : -8.6023, 6 -> 1
b : -6.1776, 6 -> 4
c : 7.7687, 6 -> 1
d : 7.8644, 6 -> 7
a : -8.8927, 7 -> 6
b : 4.1819, 7 -> 1
c : 9.9021, 7 -> 7
d : 6.1545, 7 -> 3
d : -4.3308, 0 -> 0
c : -3.8876, 0 -> 5
a : 6.3327, 1 -> 0
b : 4.2333, 1 -> 5
b : 4.6276, 2 -> 1
a : -0.7057, 2 -> 6
c : 9.1679, 3 -> 0
d : 0.5451, 3 -> 2
b : 6.0725, 4 -> 6
a : -3.0228, 4 -> 0
b : 1.8737, 5 -> 4
a : -4.1676, 5 -> 5
d : -3.0584, 6 -> 5
a : -8.0214, 6 -> 1
d : 5.0907, 7 -> 5
b : -1.8083, 7 -> 3
