a : 6.5716, 0 -> 7
b : -6.6458, 0 -> 1
c : 5.6492, 0 -> 6
d : 2.3320, 0 -> 0
a : 0.5373, 1 -> 2
b : -3.7309, 1 -> 4
c : 8.8607, 1 -> 1
d : -8.8024, 1 -> 1
a : -3.0164, 2 -> 5
b : -5.9893, 2 -> 7
c : -8.2546, 2 -> 4
d : -4.4253, 2 -> 6
a : -0.1725, 3 -> 1
b : -9.6405, 3 -> 6
c : 7.2284, 3 -> 1
d : 7.1016, 3 -> 3
a : -5.5039, 4 -> 4
b : 5.2208, 4 -> 7
c : -1.0522, 4 -> 3
d : -9.9383, 4 -> 6
a : -3.3995, 5 -> 3
b : -2.4856, 5 -> 1
c : 5.4923, 5 -> 5
d : 6.3244, 5 -> 1
a : 6.8769, 6 -> 3
b : -8.3226, 6 -> 3
c : 4.4124, 6 -> 6
d : 2.9176, 6 -> 7
a : -4.4667, 7 -> 6
b : 0.4633, 7 -> 2
c : 8.0651, 7 -> 6
d : 7.0016, 7 -> 3
d : -9.1515, 0 -> 1
b : -3.5354, 0 -> 2
a : -6.0478, 1 -> 4
a : -8.6365, 1 -> 1
c : -9.3616, 2 -> 0
a : -1.1704, 2 -> 1
b : -7.1483, 3 -> 6
b : 7.8757, 3 -> 3
b : 2.7392, 4 -> 0
c : -3.2527, 4 -> 2
a : 7.7747, 5 -> 4
c : 9.4108, 5 -> 0
c : 0.4947, 6 -> 4
d : -1.9892, 6 -> 5
c : -1.1383, 7 -> 4
c : -8.5325, 7 -> 3
