a : -5.4929, 0 -> 4
b : -7.2870, 0 -> 1
c : 2.5627, 0 -> 3
d : -7.9141, 0 -> 4
a : -6.9748, 1 -> 7
b : -7.6460, 1 -> 1
c : -8.6943, 1 -> 1
d : 9.0054, 1 -> 3
a : -1.5456, 2 -> 4
b : 7.2351, 2 -> 2
c : 4.1108, 2 -> 5
d : 2.9966, 2 -> 6
a : -0.1807, 3 -> 5
b : -0.4033, 3 -> 2
c : -1.9800, 3 -> 4
d : 4.8317, 3 -> 2
a : -1.6590, 4 -> 1
b : -3.7515, 4 -> 4
c : 6.9333, 4 -> 5
d : 3.0420, 4 -> 0
a : -3.3204, 5 -> 4
b : 3.9212, 5 -> 1
c : -8.8793, 5 -> 4
d : -1.3934, 5 -> 4
a : 2.6023, 6 -> 1
b : -1.2843, 6 -> 1
c : 1.9807, 6 -> 5
d : 7.5045, 6 -> 2
a : -8.6103, 7 -> 3
b : 0.2914, 7 -> 6
c : -5.5533, 7 -> 6
d : -5.7993, 7 -> 2
a : 9.4769, 0 -> 6
a : -8.3808, 0 -> 6
c : 3.2864, 1 -> 0
a : 6.9149, 1 -> 5
c : 6.6070, 2 -> 5
a : 9.7605, 2 -> 0
b : -3.1051, 3 -> 3
d : -4.7462, 3 -> 2
c : -0.7767, 4 -> 7
b : 6.6038, 4 -> 6
b : 3.3361, 5 -> 6
b : 3.1581, 5 -> 7
b : -9.6803, 6 -> 1
c : 2.6698, 6 -> 0
b : -9.1515, 7 -> 5
b : 5.4902, 7 -> 5
