a : -0.4369, 0 -> 6
b : 2.3673, 0 -> 7
a : 8.8931, 1 -> 4
b : 2.4015, 1 -> 1
a : -2.3516, 2 -> 1
b : 4.3266, 2 -> 6
a : -2.6771, 3 -> 7
b : 1.1944, 3 -> 0
a : 8.8062, 4 -> 4
b : 6.5854, 4 -> 6
a : -8.5241, 5 -> 4
b : 1.7398, 5 -> 5
a : 6.9007, 6 -> 4
b : -1.9696, 6 -> 5
a : 4.9346, 7 -> 4
b : -7.1996, 7 -> 3
a : 8.3326, 0 -> 6
a : -1.4579, 1 -> 4
a : -0.8432, 2 -> 3
b : 8.9942, 3 -> 0
a : 4.8691, 4 -> 5
a : -1.6395, 5 -> 6
a : -7.3737, 6 -> 3
b : 4.8914, 7 -> 0
b : 3.5287, 6 -> 1
a : -8.1780, 7 -> 2
