a : 0.4879, 0 -> 6
b : 4.7794, 0 -> 1
c : -0.1400, 0 -> 7
d : -3.5122, 0 -> 5
a : 9.3676, 1 -> 2
b : 1.4073, 1 -> 4
c : 4.5348, 1 -> 3
d : 2.2245, 1 -> 6
a : 1.6756, 2 -> 3
b : 1.5343, 2 -> 3
c : 0.4107, 2 -> 3
d : 2.5138, 2 -> 0
a : 4.5173, 3 -> 5
b : -1.2402, 3 -> 5
c : -2.8664, 3 -> 2
d : -0.2846, 3 -> 3
a : -1.2255, 4 -> 7
b : -1.2939, 4 -> 1
c : 6.6573, 4 -> 1
d : 4.6431, 4 -> 1
a : 3.3916, 5 -> 2
b : -6.3757, 5 -> 5
c : -5.2669, 5 -> 3
d : 3.8347, 5 -> 3
a : -9.8680, 6 -> 7
b : 4.8997, 6 -> 1
c : -9.7206, 6 -> 5
d : 9.2544, 6 -> 7
a : -1.2645, 7 -> 6
b : -4.7875, 7 -> 4
c : -4.0518, 7 -> 5
d : -2.7811, 7 -> 2
a : -9.3696, 0 -> 0
d : 2.1656, 0 -> 2
b : 3.8764, 1 -> 7
d : -0.8547, 1 -> 0
b : -2.4761, 2 -> 0
b : 0.7839, 2 -> 3
c : 9.4126, 3 -> 1
c : 7.0429, 3 -> 0
d : -3.6162, 4 -> 4
a : -6.0867, 4 -> 4
a : -3.1947, 5 -> 7
b : -8.8317, 5 -> 0
d : -1.8364, 6 -> 0
a : -8.8958, 6 -> 4
a : 5.6087, 7 -> 2
c : 3.5171, 7 -> 4
