a : 9.5736, 0 -> 2
b : -1.5039, 0 -> 2
c : 5.2382, 0 -> 5
d : -3.5277, 0 -> 0
a : 1.5721, 1 -> 2
b : -0.7055, 1 -> 2
c : 9.2055, 1 -> 1
d : -2.8346, 1 -> 5
a : 8.6079, 2 -> 2
b : -7.2586, 2 -> 3
c : 3.3125, 2 -> 1
d : 3.3878, 2 -> 1
a : 0.3514, 3 -> 6
b : -8.3403, 3 -> 2
c : 5.1795, 3 -> 5
d : -2.2726, 3 -> 0
a : -9.7852, 4 -> 2
b : 6.8310, 4 -> 7
c : -0.7349, 4 -> 7
d : -5.5238, 4 -> 4
a : 6.0453, 5 -> 4
b : -7.1957, 5 -> 3
c : -0.2454, 5 -> 4
d : -1.5887, 5 -> 0
a : 2.9481, 6 -> 4
b : 2.6679, 6 -> 5
c : -7.1686, 6 -> 6
d : -1.7305, 6 -> 7
a : -0.8702, 7 -> 5
b : 0.0059, 7 -> 1
c : -1.0849, 7 -> 3
d : -3.4486, 7 -> 1
d : -1.2835, 0 -> 6
c : -5.5653, 0 -> 3
d : 9.9629, 1 -> 6
b : -5.8275, 1 -> 1
c : 3.5847, 2 -> 2
a : -9.0607, 2 -> 3
a : 6.4535, 3 -> 1
a : 6.0122, 3 -> 2
b : -2.1539, 4 -> 4
c : -0.8949, 4 -> 6
d : -1.7356, 5 -> 2
d : -9.8131, 5 -> 5
b : 9.6890, 6 -> 5
b : -0.8033, 6 -> 3
d : 4.1260, 7 -> 1
d : 1.9660, 7 -> 1
