a : -0.8158, 0 -> 5
b : 1.4689, 0 -> 5
a : -4.6786, 1 -> 6
b : 2.1267, 1 -> 1
a : -4.5567, 2 -> 0
b : 6.2924, 2 -> 0
a : -2.4978, 3 -> 4
b : -4.9190, 3 -> 2
a : -3.8854, 4 -> 1
b : -2.3250, 4 -> 0
a : -8.3121, 5 -> 4
b : 2.5458, 5 -> 5
a : -6.1919, 6 -> 6
b : -7.1428, 6 -> 5
a : 2.5740, 7 -> 6
b : 7.6877, 7 -> 2
b : 8.9731, 0 -> 0
b : 0.2355, 1 -> 5
a : 4.7063, 2 -> 0
b : 9.2406, 3 -> 0
b : 2.5431, 4 -> 1
a : 6.1470, 5 -> 6
b : 4.9921, 6 -> 4
b : -0.0005, 7 -> 6
a : 5.6251, 4 -> 3
b : -1.7393, 2 -> 7
