a : -0.3253, 0 -> 6
b : 9.1346, 0 -> 0
a : 3.0279, 1 -> 4
b : -2.5647, 1 -> 1
a : 8.9445, 2 -> 0
b : -8.0665, 2 -> 0
a : -1.4939, 3 -> 2
b : -6.9731, 3 -> 1
a : -0.8512, 4 -> 3
b : 5.6173, 4 -> 4
a : 4.6242, 5 -> 4
b : 9.3077, 5 -> 6
a : 9.4496, 6 -> 0
b : -7.2128, 6 -> 0
a : 8.9103, 7 -> 6
b : -6.0769, 7 -> 7
b : -6.4165, 0 -> 6
b : -8.4909, 1 -> 0
b : -3.5773, 2 -> 6
b : -7.6637, 3 -> 4
b : 5.4536, 4 -> 0
a : -0.6283, 5 -> 3
a : 0.6331, 6 -> 0
b : -5.2826, 7 -> 0
a : 7.0763, 6 -> 5
a : -1.2742, 1 -> 7
