a : -8.2425, 0 -> 5
b : -2.1217, 0 -> 1
c : 3.5635, 0 -> 3
d : -5.1621, 0 -> 6
a : -4.6576, 1 -> 1
b : 9.0476, 1 -> 4
c : 4.6890, 1 -> 3
d : 2.2472, 1 -> 6
a : 5.0524, 2 -> 1
b : -9.3031, 2 -> 5
c : -5.3078, 2 -> 0
d : -2.3281, 2 -> 2
a : 9.8893, 3 -> 6
b : -1.1059, 3 -> 6
c : 4.2098, 3 -> 4
d : -8.5605, 3 -> 0
a : 1.5613, 4 -> 4
b : -6.3531, 4 -> 6
c : 9.9499, 4 -> 6
d : 7.4061, 4 -> 2
a : 7.5310, 5 -> 4
b : 0.5542, 5 -> 0
c : -2.2504, 5 -> 6
d : -0.2105, 5 -> 2
a : 3.6586, 6 -> 5
b : -1.3383, 6 -> 4
c : 2.2651, 6 -> 4
d : 2.0695, 6 -> 7
a : 8.5004, 7 -> 1
b : 6.9394, 7 -> 1
c : 7.4135, 7 -> 2
d : -1.1346, 7 -> 5
d : -2.1041, 0 -> 2
b : -3.6887, 0 -> 1
d : -3.0354, 1 -> 7
b : 5.1206, 1 -> 3
d : -3.6071, 2 -> 6
d : -3.5818, 2 -> 5
c : 1.3039, 3 -> 3
a : 7.1913, 3 -> 3
a : 7.6166, 4 -> 2
d : -5.0474, 4 -> 7
c : 9.8680, 5 -> 2
b : -1.8217, 5 -> 7
a : -5.5291, 6 -> 2
a : -4.8434, 6 -> 0
c : -5.0202, 7 -> 4
d : 3.4119, 7 -> 6
