a : -9.1121, 0 -> 6
b : 8.3635, 0 -> 0
c : 6.0175, 0 -> 0
d : 3.4715, 0 -> 2
a : -8.5983, 1 -> 3
b : 3.5535, 1 -> 6
c : -0.7300, 1 -> 2
d : -6.7165, 1 -> 7
a : 6.3588, 2 -> 2
b : -9.3049, 2 -> 7
c : 0.2444, 2 -> 0
d : -7.3598, 2 -> 0
a : -4.7210, 3 -> 5
b : 6.5166, 3 -> 4
c : 3.6740, 3 -> 2
d : -3.9340, 3 -> 2
a : -2.1907, 4 -> 6
b : 4.3578, 4 -> 4
c : -6.3934, 4 -> 3
d : -5.2471, 4 -> 6
a : 9.5633, 5 -> 4
b : 4.2734, 5 -> 3
c : -8.0402, 5 -> 5
d : -0.4269, 5 -> 5
a : 0.9625, 6 -> 4
b : 8.5033, 6 -> 5
c : -8.7859, 6 -> 4
d : 0.8193, 6 -> 2
a : 0.2810, 7 -> 4
b : -8.2901, 7 -> 3
c : -6.7874, 7 -> 1
d : -7.8052, 7 -> 5
c : 6.8914, 0 -> 1
d : 2.0738, 0 -> 7
a : -3.1344, 1 -> 2
b : -5.6026, 1 -> 0
d : -1.7984, 2 -> 1
b : -5.3879, 2 -> 4
b : 8.3581, 3 -> 4
a : 0.4725, 3 -> 6
c : 6.3495, 4 -> 1
c : -6.3279, 4 -> 2
c : -1.8042, 5 -> 0
b : 8.0453, 5 -> 5
a : 5.6833, 6 -> 2
b : 3.4974, 6 -> 6
b : 6.6199, 7 -> 6
b : -8.4103, 7 -> 3
