a : 0.7802, 0 -> 4
b : 2.9939, 0 -> 4
c : -8.8662, 0 -> 5
d : -4.6778, 0 -> 3
a : 4.0663, 1 -> 3
b : 3.1095, 1 -> 2
c : 4.7849, 1 -> 1
d : 6.1949, 1 -> 3
a : -0.4478, 2 -> 1
b : 9.9502, 2 -> 1
c : -1.8252, 2 -> 7
d : 5.3097, 2 -> 0
a : 8.0466, 3 -> 0
b : -6.9035, 3 -> 4
c : 6.2711, 3 -> 6
d : -9.6152, 3 -> 6
a : 4.1394, 4 -> 5
b : 0.0774, 4 -> 4
c : -1.2946, 4 -> 4
d : 8.5371, 4 -> 6
a : -7.7267, 5 -> 2
b : 9.1554, 5 -> 6
c : -2.5578, 5 -> 0
d : 4.1437, 5 -> 0
a : 2.7591, 6 -> 4
b : 9.7246, 6 -> 7
c : 5.7094, 6 -> 6
d : 3.2198, 6 -> 0
a : 4.7761, 7 -> 4
b : -6.4644, 7 -> 4
c : -0.2397, 7 -> 7
d : -3.5757, 7 -> 5
b : -5.0536, 0 -> 4
b : 4.4770, 0 -> 6
d : -6.0612, 1 -> 3
b : 7.8245, 1 -> 1
a : 9.9660, 2 -> 7
d : 4.8692, 2 -> 5
d : 5.7093, 3 -> 2
b : -2.5241, 3 -> 3
c : 1.8307, 4 -> 7
a : -1.6577, 4 -> 6
a : 5.9668, 5 -> 0
c : -3.4078, 5 -> 0
d : 2.1258, 6 -> 6
c : 3.7538, 6 -> 7
b : 6.6377, 7 -> 1
a : 3.1198, 7 -> 4
