a : -1.0760, 0 -> 7
b : -1.0154, 0 -> 3
c : -6.6354, 0 -> 7
d : 4.4570, 0 -> 1
a : 9.5105, 1 -> 3
b : 3.2933, 1 -> 3
c : -4.7952, 1 -> 3
d : -3.9188, 1 -> 0
a : -3.1997, 2 -> 1
b : -6.3632, 2 -> 5
c : -7.6636, 2 -> 4
d : -5.1273, 2 -> 1
a : -8.2925, 3 -> 0
b : 3.6052, 3 -> 5
c : 9.0005, 3 -> 7
d : -9.2582, 3 -> 6
a : -1.0434, 4 -> 3
b : 4.3695, 4 -> 7
c : 4.5740, 4 -> 3
d : -1.3555, 4 -> 0
a : -0.6903, 5 -> 7
b : 1.4145, 5 -> 6
c : 8.8479, 5 -> 6
d : -0.5114, 5 -> 2
a : 3.6693, 6 -> 1
b : -4.6212, 6 -> 6
c : 2.1042, 6 -> 3
d : -3.7363, 6 -> 4
a : -3.9774, 7 -> 3
b : 3.3043, 7 -> 0
c : -8.5557, 7 -> 3
d : -7.4791, 7 -> 2
c : 4.3728, 0 -> 7
d : -4.0004, 0 -> 5
c : 2.6440, 1 -> 5
c : 3.8785, 1 -> 4
a : -1.9423, 2 -> 7
a : 4.5500, 2 -> 4
a : -8.8964, 3 -> 7
d : 3.7567, 3 -> 5
a : 5.2047, 4 -> 5
c : -7.3013, 4 -> 1
d : -2.7294, 5 -> 0
b : 9.9902, 5 -> 6
a : 4.1077, 6 -> 2
a : 1.0207, 6 -> 3
d : 3.3619, 7 -> 6
a : -5.2471, 7 -> 3
