a : -7.8536, 0 -> 2
b : -9.3068, 0 -> 5
c : -8.3800, 0 -> 1
d : -1.1878, 0 -> 4
a : 8.3243, 1 -> 0
b : 2.1999, 1 -> 5
c : 7.1237, 1 -> 6
d : 1.1955, 1 -> 3
a : -5.4840, 2 -> 2
b : 6.4479, 2 -> 4
c : 6.6807, 2 -> 6
d : -0.6494, 2 -> 0
a : -6.1089, 3 -> 2
b : 2.2148, 3 -> 1
c : -7.7469, 3 -> 3
d : 9.7218, 3 -> 7
a : -3.2203, 4 -> 7
b : -7.4540, 4 -> 0
c : 5.2025, 4 -> 0
d : -6.0994, 4 -> 4
a : 8.9610, 5 -> 5
b : 8.4296, 5 -> 2
c : -3.8192, 5 -> 7
d : 8.0867, 5 -> 2
a : -3.8260, 6 -> 7
b : 2.3652, 6 -> 1
c : -2.0209, 6 -> 0
d : -2.5039, 6 -> 4
a : 9.3599, 7 -> 5
b : 0.0712, 7 -> 1
c : -2.8075, 7 -> 4
d : -8.4593, 7 -> 7
d : 3.7529, 0 -> 4
d : -8.5212, 0 -> 7
b : -3.2970, 1 -> 5
a : 1.2716, 1 -> 5
d : -7.0853, 2 -> 1
d : -1.3622, 2 -> 4
a : 7.1508, 3 -> 5
b : 7.2673, 3 -> 4
a : -9.2611, 4 -> 6
c : -6.0391, 4 -> 6
a : -4.4089, 5 -> 3
d : -9.1315, 5 -> 0
c : 2.2745, 6 -> 0
b : -3.4397, 6 -> 3
d : 5.2716, 7 -> 6
c : -0.8087, 7 -> 1
