a : -4.9968, 0 -> 5
b : -1.0470, 0 -> 3
c : 2.3309, 0 -> 0
d : -7.8888, 0 -> 6
a : 9.1740, 1 -> 5
b : 7.2434, 1 -> 7
c : -3.8960, 1 -> 2
d : -3.5889, 1 -> 6
a : -2.3501, 2 -> 4
b : -4.9256, 2 -> 4
c : 8.5872, 2 -> 4
d : -9.8391, 2 -> 1
a : 9.8578, 3 -> 6
b : 3.8701, 3 -> 3
c : 2.9708, 3 -> 1
d : 1.1266, 3 -> 5
a : 3.0227, 4 -> 4
b : -9.6253, 4 -> 5
c : -8.9924, 4 -> 1
d : -3.2581, 4 -> 0
a : -5.2320, 5 -> 0
b : 2.8468, 5 -> 5
c : -7.9937, 5 -> 3
d : 4.0709, 5 -> 4
a : -5.8891, 6 -> 3
b : -6.9785, 6 -> 3
c : 7.1951, 6 -> 5
d : -8.0182, 6 -> 0
a : -6.1487, 7 -> 4
b : 7.7608, 7 -> 1
c : 0.0054, 7 -> 2
d : 6.3710, 7 -> 0
a : 0.6405, 0 -> 7
a : 6.4821, 0 -> 2
a : -8.7851, 1 -> 0
c : -5.4333, 1 -> 6
a : 6.5079, 2 -> 4
c : 6.1660, 2 -> 3
c : -1.0791, 3 -> 1
b : -6.7007, 3 -> 1
b : 4.7069, 4 -> 1
b : 0.1296, 4 -> 6
c : 0.0746, 5 -> 5
c : 8.3433, 5 -> 1
c : 5.8040, 6 -> 0
c : 5.6185, 6 -> 4
a : 4.1035, 7 -> 3
c : -9.0262, 7 -> 0
