a : 4.8409, 0 -> 6
b : 9.0472, 0 -> 1
c : 6.7404, 0 -> 3
d : -2.7829, 0 -> 1
a : -3.6642, 1 -> 4
b : 2.8644, 1 -> 1
c : 5.1311, 1 -> 6
d : -8.4615, 1 -> 2
a : 8.9829, 2 -> 3
b : -6.3673, 2 -> 6
c : -3.6343, 2 -> 4
d : 7.4067, 2 -> 4
a : 0.4954, 3 -> 7
b : -8.3534, 3 -> 6
c : 5.5879, 3 -> 1
d : -4.5559, 3 -> 3
a : -9.3460, 4 -> 2
b : 3.9665, 4 -> 3
c : -0.1754, 4 -> 7
d : 3.1165, 4 -> 7
a : 8.6391, 5 -> 5
b : -2.3062, 5 -> 2
c : -0.4266, 5 -> 7
d : -3.9698, 5 -> 5
a : 2.4251, 6 -> 0
b : -7.0194, 6 -> 6
c : 8.3663, 6 -> 7
d : -9.9939, 6 -> 6
a : -6.8254, 7 -> 2
b : 8.1282, 7 -> 2
c : 5.5838, 7 -> 6
d : -4.1865, 7 -> 6
b : 9.8380, 0 -> 5
d : 7.1047, 0 -> 6
c : -5.6097, 1 -> 1
d : -0.1400, 1 -> 1
c : 6.5753, 2 -> 4
d : -5.5781, 2 -> 5
b : 3.5279, 3 -> 1
c : -5.3537, 3 -> 4
c : 8.5824, 4 -> 5
c : 3.0913, 4 -> 7
c : 1.1792, 5 -> 7
b : -9.1172, 5 -> 1
d : 8.5348, 6 -> 6
d : -8.2756, 6 -> 3
d : -9.2039, 7 -> 6
b : -0.6881, 7 -> 0
