a : 3.1941, 0 -> 5
b : 7.1032, 0 -> 3
c : 8.8637, 0 -> 1
d : 7.7562, 0 -> 0
a : 5.0271, 1 -> 6
b : -6.3396, 1 -> 3
c : -3.4441, 1 -> 4
d : 1.9385, 1 -> 4
a : -4.6220, 2 -> 4
b : -8.9605, 2 -> 0
c : -8.1231, 2 -> 1
d : -4.6356, 2 -> 5
a : 0.8167, 3 -> 2
b : 0.2666, 3 -> 2
c : -3.5853, 3 -> 3
d : -4.2545, 3 -> 7
a : -9.7564, 4 -> 0
b : 4.5527, 4 -> 4
c : 9.3945, 4 -> 7
d : -6.0328, 4 -> 6
a : 4.2583, 5 -> 2
b : 3.9198, 5 -> 0
c : 3.0317, 5 -> 0
d : 0.7255, 5 -> 2
a : 0.9327, 6 -> 1
b : -1.8974, 6 -> 1
c : -1.8454, 6 -> 4
d : -1.2014, 6 -> 0
a : 5.6649, 7 -> 4
b : -0.8653, 7 -> 5
c : -0.2132, 7 -> 6
d : -4.2064, 7 -> 6
c : 7.4970, 0 -> 0
a : 7.4671, 0 -> 6
c : -6.1220, 1 -> 5
d : -9.4611, 1 -> 2
b : -8.4639, 2 -> 7
d : 3.9237, 2 -> 7
a : 8.4773, 3 -> 1
a : -5.4198, 3 -> 6
c : -9.6719, 4 -> 7
d : 5.0598, 4 -> 4
a : 5.1601, 5 -> 5
d : 9.0427, 5 -> 6
c : -3.6121, 6 -> 3
c : 7.4754, 6 -> 0
a : -9.9199, 7 -> 5
b : 8.4857, 7 -> 0
