a : 6.2711, 0 -> 7
b : -7.0800, 0 -> 1
c : -5.5017, 0 -> 0
d : 9.7587, 0 -> 2
a : -4.1460, 1 -> 5
b : 6.0776, 1 -> 0
c : 2.1983, 1 -> 6
d : -2.2818, 1 -> 3
a : -1.5090, 2 -> 3
b : 9.1363, 2 -> 0
c : 2.8683, 2 -> 5
d : 2.4201, 2 -> 6
a : -4.3879, 3 -> 3
b : 2.3180, 3 -> 3
c : 5.9101, 3 -> 6
d : 0.3139, 3 -> 7
a : -3.9398, 4 -> 7
b : 4.4841, 4 -> 1
c : 8.0274, 4 -> 3
d : -5.5723, 4 -> 1
a : 5.9510, 5 -> 1
b : -7.4435, 5 -> 1
c : -9.7991, 5 -> 7
d : -2.8665, 5 -> 4
a : 6.6657, 6 -> 4
b : -9.1146, 6 -> 7
c : 8.8615, 6 -> 4
d : -3.9545, 6 -> 7
a : -1.6168, 7 -> 7
b : -3.2104, 7 -> 7
c : -0.5519, 7 -> 3
d : 2.5748, 7 -> 3
c : -6.5227, 0 -> 3
a : -4.4810, 0 -> 7
d : 7.7178, 1 -> 6
c : -5.7930, 1 -> 4
d : -1.0784, 2 -> 4
a : -6.4586, 2 -> 2
c : 9.4527, 3 -> 6
c : 5.6882, 3 -> 4
b : -3.9682, 4 -> 2
c : 6.9240, 4 -> 7
a : -4.6851, 5 -> 7
d : 9.8913, 5 -> 3
c : -7.9403, 6 -> 2
a : 7.2837, 6 -> 4
b : 8.2852, 7 -> 2
a : 1.1086, 7 -> 3
