a : -2.5482, 0 -> 5
b : -0.9888, 0 -> 3
c : 3.8486, 0 -> 2
d : -6.0969, 0 -> 3
a : 6.3045, 1 -> 1
b : 3.2476, 1 -> 2
c : 7.9617, 1 -> 2
d : 3.2179, 1 -> 3
a : 4.6041, 2 -> 2
b : -8.9407, 2 -> 7
c : 2.3395, 2 -> 0
d : -2.9889, 2 -> 3
a : 0.6291, 3 -> 0
b : -0.2623, 3 -> 6
c : -2.5888, 3 -> 2
d : -1.2475, 3 -> 5
a : 5.1913, 4 -> 2
b : -2.2858, 4 -> 1
c : 2.6949, 4 -> 4
d : 0.4115, 4 -> 1
a : 5.6911, 5 -> 6
b : 6.3844, 5 -> 2
c : -5.2168, 5 -> 4
d : -7.3854, 5 -> 5
a : -6.8770, 6 -> 7
b : 2.7561, 6 -> 3
c : -1.1971, 6 -> 0
d : 7.7844, 6 -> 7
a : 3.1435, 7 -> 0
b : 9.9416, 7 -> 1
c : 1.7403, 7 -> 2
d : 6.8270, 7 -> 1
b : 6.6637, 0 -> 3
b : 1.2986, 0 -> 7
a : -3.0570, 1 -> 7
b : 4.6946, 1 -> 3
a : 9.0283, 2 -> 4
a : -1.4901, 2 -> 6
d : -4.7280, 3 -> 7
a : 4.9880, 3 -> 0
a : -7.8416, 4 -> 6
c : 7.6272, 4 -> 3
b : 2.4728, 5 -> 0
d : 4.2863, 5 -> 4
c : 2.2510, 6 -> 5
d : 4.7338, 6 -> 0
c : 1.7462, 7 -> 4
a : 5.7538, 7 -> 0
