a : -6.4396, 0 -> 6
b : -7.5949, 0 -> 1
c : 0.6055, 0 -> 7
d : -7.2383, 0 -> 2
a : -6.0008, 1 -> 1
b : -7.1314, 1 -> 5
c : 5.8087, 1 -> 7
d : 8.1376, 1 -> 0
a : -5.8663, 2 -> 1
b : -0.1175, 2 -> 5
c : 9.8341, 2 -> 2
d : 7.6698, 2 -> 5
a : -4.8452, 3 -> 0
b : -8.7801, 3 -> 2
c : 1.3183, 3 -> 2
d : -7.6011, 3 -> 7
a : -1.0757, 4 -> 0
b : -0.5554, 4 -> 3
c : -6.7853, 4 -> 1
d : 4.3690, 4 -> 6
a : 1.4949, 5 -> 3
b : -8.8477, 5 -> 2
c : -1.1167, 5 -> 2
d : 3.4194, 5 -> 5
a : 2.2564, 6 -> 6
b : -9.7487, 6 -> 0
c : 9.0519, 6 -> 2
d : -0.1912, 6 -> 2
a : -2.6112, 7 -> 6
b : -6.8929, 7 -> 0
c : 3.3574, 7 -> 4
d : -3.3450, 7 -> 1
d : -2.8644, 0 -> 7
d : 5.9645, 0 -> 4
c : -2.3899, 1 -> 6
d : -9.6842, 1 -> 6
c : -7.9198, 2 -> 5
a : 6.6529, 2 -> 3
c : -8.4469, 3 -> 0
c : -0.7850, 3 -> 5
c : -0.5749, 4 -> 3
b : 3.6301, 4 -> 1
a : 7.5411, 5 -> 4
b : 5.8694, 5 -> 7
c : -1.2537, 6 -> 1
a : 1.0376, 6 -> 7
d : -0.3238, 7 -> 3
b : 9.8319, 7 -> 6
