a : -9.0169, 0 -> 5
b : -2.3803, 0 -> 7
c : -0.5342, 0 -> 1
d : 4.8489, 0 -> 7
a : 3.1901, 1 -> 7
b : -4.3052, 1 -> 2
c : -1.8347, 1 -> 7
d : -9.9835, 1 -> 4
a : -2.2735, 2 -> 5
b : 8.6046, 2 -> 1
c : -6.9500, 2 -> 6
d : -2.4221, 2 -> 3
a : 4.1804, 3 -> 3
b : 9.2311, 3 -> 7
c : 8.5628, 3 -> 1
d : 5.9219, 3 -> 2
a : -0.3409, 4 -> 4
b : 6.1394, 4 -> 1
c : 9.2730, 4 -> 7
d : -7.1885, 4 -> 4
a : -9.1243, 5 -> 3
b : -3.0163, 5 -> 2
c : -5.7230, 5 -> 2
d : -2.3298, 5 -> 2
a : 6.4046, 6 -> 4
b : -6.1171, 6 -> 5
c : -1.0183, 6 -> 6
d : -2.8669, 6 -> 5
a : 0.6487, 7 -> 7
b : -5.3469, 7 -> 2
c : 6.0055, 7 -> 3
d : 4.8201, 7 -> 2
a : 3.2128, 0 -> 1
a : -4.8004, 0 -> 7
a : 0.9572, 1 -> 0
a : -7.2676, 1 -> 5
b : -4.7033, 2 -> 3
a : 7.5107, 2 -> 3
d : -6.3331, 3 -> 6
d : -7.7642, 3 -> 1
c : -5.7041, 4 -> 1
c : -0.5950, 4 -> 3
b : 5.3056, 5 -> 3
a : -7.2427, 5 -> 0
a : -1.3447, 6 -> 2
d : 8.1877, 6 -> 4
b : 5.9068, 7 -> 5
a : -6.2830, 7 -> 6
