a : -6.7762, 0 -> 0
b : -0.1130, 0 -> 0
a : 2.6069, 1 -> 4
b : -6.5034, 1 -> 0
a : -1.7111, 2 -> 5
b : -4.6684, 2 -> 4
a : 3.3162, 3 -> 1
b : -8.5229, 3 -> 1
a : 6.8470, 4 -> 6
b : 8.1804, 4 -> 0
a : -0.6882, 5 -> 5
b : 7.6396, 5 -> 7
a : 1.2119, 6 -> 3
b : -2.9192, 6 -> 3
a : 5.4499, 7 -> 0
b : 4.7705, 7 -> 5
b : -9.0354, 0 -> 6
a : 4.1827, 1 -> 1
b : -0.7383, 2 -> 4
a : -9.5966, 3 -> 0
a : -4.6054, 4 -> 4
a : 5.8819, 5 -> 6
b : 6.1661, 6 -> 3
b : 2.4035, 7 -> 6
a : 8.3647, 3 -> 7
b : -8.0419, 7 -> 2
