a : 6.7719, 0 -> 4
b : -7.7407, 0 -> 5
c : 5.1081, 0 -> 4
d : 2.4890, 0 -> 0
a : 7.1416, 1 -> 0
b : -0.2066, 1 -> 3
c : -9.9644, 1 -> 3
d : -4.7025, 1 -> 1
a : -4.9976, 2 -> 3
b : -0.7555, 2 -> 3
c : -9.5719, 2 -> 6
d : -2.4286, 2 -> 5
a : -8.7838, 3 -> 0
b : -2.4969, 3 -> 2
c : -0.9620, 3 -> 6
d : 0.4783, 3 -> 4
a : 8.2990, 4 -> 3
b : -2.2538, 4 -> 3
c : -7.7971, 4 -> 3
d : -1.9643, 4 -> 5
a : 8.2378, 5 -> 5
b : -9.4717, 5 -> 6
c : -4.6353, 5 -> 3
d : 4.8115, 5 -> 3
a : 6.3307, 6 -> 7
b : -4.1946, 6 -> 2
c : 6.1652, 6 -> 5
d : -9.7965, 6 -> 7
a : -0.9542, 7 -> 7
b : -4.6108, 7 -> 6
c : -0.9201, 7 -> 5
d : 8.3444, 7 -> 5
a : -4.8653, 0 -> 1
a : 1.8094, 0 -> 5
c : 0.9468, 1 -> 7
c : -1.9641, 1 -> 4
c : -8.4852, 2 -> 2
b : 2.5625, 2 -> 6
c : -9.9627, 3 -> 6
c : -3.5501, 3 -> 2
b : 1.0701, 4 -> 2
b : 4.3264, 4 -> 0
d : -6.8677, 5 -> 6
d : 8.7043, 5 -> 0
c : 0.3846, 6 -> 7
b : 1.8339, 6 -> 4
b : -7.5715, 7 -> 3
a : 8.5827, 7 -> 7
