a : -1.7051, 0 -> 1
b : -5.4407, 0 -> 6
c : -1.5376, 0 -> 6
d : -1.9069, 0 -> 4
a : 9.1333, 1 -> 1
b : -3.8558, 1 -> 2
c : 4.8014, 1 -> 6
d : 2.0083, 1 -> 7
a : 9.6541, 2 -> 3
b : -1.9120, 2 -> 6
c : -1.4492, 2 -> 1
d : 4.5707, 2 -> 5
a : 9.5200, 3 -> 2
b : -1.0649, 3 -> 3
c : 6.9098, 3 -> 5
d : 5.9216, 3 -> 7
a : 6.9922, 4 -> 3
b : 1.3578, 4 -> 4
c : -7.1688, 4 -> 3
d : -7.9831, 4 -> 4
a : -7.9813, 5 -> 7
b : -3.9258, 5 -> 1
c : -5.6177, 5 -> 3
d : 5.7003, 5 -> 7
a : -2.1100, 6 -> 5
b : 3.6351, 6 -> 5
c : -5.2022, 6 -> 3
d : 1.0084, 6 -> 5
a : 3.8920, 7 -> 3
b : -0.4540, 7 -> 3
c : -5.7352, 7 -> 6
d : 1.8381, 7 -> 3
b : -7.3301, 0 -> 2
b : -7.6889, 0 -> 0
a : -3.6216, 1 -> 0
b : 9.7081, 1 -> 1
c : -3.8721, 2 -> 3
d : 4.0281, 2 -> 5
a : -7.8238, 3 -> 2
b : -4.7554, 3 -> 2
a : -0.1775, 4 -> 2
c : -8.1178, 4 -> 3
c : 8.9883, 5 -> 3
c : -8.3871, 5 -> 7
c : 1.4735, 6 -> 1
a : -1.2848, 6 -> 0
b : 7.0043, 7 -> 7
b : 8.1457, 7 -> 6
