a : 5.8386, 0 -> 3
b : 8.1103, 0 -> 2
c : 3.5129, 0 -> 0
d : -8.3931, 0 -> 6
a : -4.2520, 1 -> 3
b : -5.0794, 1 -> 5
c : -2.7095, 1 -> 0
d : -4.2543, 1 -> 2
a : -1.9986, 2 -> 2
b : -9.4902, 2 -> 7
c : -5.5842, 2 -> 1
d : -8.8189, 2 -> 5
a : -8.0249, 3 -> 7
b : 7.3911, 3 -> 2
c : 5.5180, 3 -> 3
d : -8.8200, 3 -> 5
a : -3.4425, 4 -> 2
b : -4.1463, 4 -> 2
c : -6.1489, 4 -> 0
d : 4.0306, 4 -> 7
a : 0.7134, 5 -> 1
b : -2.1422, 5 -> 0
c : -6.3729, 5 -> 3
d : 8.3614, 5 -> 7
a : -8.4026, 6 -> 5
b : 1.6860, 6 -> 4
c : -0.0077, 6 -> 0
d : -3.9773, 6 -> 7
a : -8.2884, 7 -> 4
b : 8.9422, 7 -> 1
c : -4.2870, 7 -> 2
d : 5.3919, 7 -> 7
b : 6.6514, 0 -> 5
a : -2.3884, 0 -> 7
b : -4.0154, 1 -> 5
d : 8.0552, 1 -> 2
b : 3.9638, 2 -> 4
b : -2.9146, 2 -> 1
a : 2.5462, 3 -> 6
a : 9.6120, 3 -> 7
d : 2.8872, 4 -> 5
a : 1.0374, 4 -> 4
d : 2.8968, 5 -> 1
a : 3.5716, 5 -> 7
d : 6.0432, 6 -> 7
b : 8.0344, 6 -> 5
c : 7.5791, 7 -> 4
a : 1.0346, 7 -> 2
