a : -8.4168, 0 -> 5
b : -3.9936, 0 -> 4
a : 6.8551, 1 -> 6
b : 9.6898, 1 -> 1
a : -5.5494, 2 -> 7
b : 7.8517, 2 -> 6
a : -5.7625, 3 -> 7
b : -1.4420, 3 -> 5
a : -5.6998, 4 -> 5
b : -7.4615, 4 -> 0
a : -6.4140, 5 -> 0
b : 3.7015, 5 -> 0
a : -6.9434, 6 -> 4
b : -0.5779, 6 -> 3
a : 4.4981, 7 -> 4
b : 1.0424, 7 -> 5
b : -7.4447, 0 -> 6
b : 6.0719, 1 -> 0
b : 3.2635, 2 -> 5
b : -1.8466, 3 -> 0
b : -4.0299, 4 -> 6
a : 9.7247, 5 -> 4
a : -1.7846, 6 -> 7
a : 8.7599, 7 -> 4
a : 9.9665, 0 -> 1
a : -1.8613, 5 -> 2
