a : -8.9615, 0 -> 2
b : 5.3611, 0 -> 5
c : -2.3941, 0 -> 5
d : -2.0784, 0 -> 5
a : 2.0345, 1 -> 5
b : -4.0057, 1 -> 6
c : -4.9595, 1 -> 6
d : 8.3444, 1 -> 4
a : 8.8300, 2 -> 0
b : 0.4626, 2 -> 7
c : -2.6210, 2 -> 1
d : -8.2963, 2 -> 3
a : -8.8033, 3 -> 0
b : -5.7118, 3 -> 1
c : 8.4260, 3 -> 6
d : -7.3991, 3 -> 1
a : -7.8005, 4 -> 4
b : 9.0696, 4 -> 1
c : -5.2550, 4 -> 5
d : 2.4075, 4 -> 3
a : -5.8971, 5 -> 3
b : -6.8507, 5 -> 6
c : 5.7528, 5 -> 6
d : -4.6446, 5 -> 7
a : -2.6796, 6 -> 1
b : 4.6710, 6 -> 5
c : 6.2810, 6 -> 0
d : -4.2426, 6 -> 1
a : -2.9439, 7 -> 5
b : 1.7203, 7 -> 6
c : 3.5091, 7 -> 0
d : -7.9439, 7 -> 7
c : 7.0257, 0 -> 2
a : -7.1887, 0 -> 4
b : 8.1693, 1 -> 7
a : -0.5028, 1 -> 5
b : 2.7879, 2 -> 6
c : -7.4408, 2 -> 5
d : 2.4775, 3 -> 3
d : -9.2766, 3 -> 2
d : -8.8991, 4 -> 5
a : -4.7179, 4 -> 7
a : 3.6150, 5 -> 4
b : 4.8362, 5 -> 4
d : 5.7991, 6 -> 5
b : 4.0750, 6 -> 4
b : -1.2979, 7 -> 7
d : -1.5889, 7 -> 2
