a : -2.1136, 0 -> 0
b : -2.5165, 0 -> 2
c : -2.8441, 0 -> 2
d : 9.6028, 0 -> 7
a : 9.7613, 1 -> 0
b : -2.0920, 1 -> 4
c : 5.0049, 1 -> 2
d : 0.3991, 1 -> 4
a : -6.9435, 2 -> 0
b : 3.8802, 2 -> 0
c : 0.3195, 2 -> 6
d : 1.0500, 2 -> 0
a : -6.5863, 3 -> 2
b : -3.9179, 3 -> 5
c : 0.1710, 3 -> 1
d : 4.6182, 3 -> 2
a : 9.1175, 4 -> 1
b : 9.5801, 4 -> 4
c : 5.8207, 4 -> 7
d : -7.0065, 4 -> 5
a : -9.1733, 5 -> 7
b : -6.5621, 5 -> 0
c : 5.5309, 5 -> 3
d : 3.0096, 5 -> 0
a : 6.3888, 6 -> 5
b : -1.9049, 6 -> 3
c : 3.0757, 6 -> 3
d : -9.7895, 6 -> 2
a : 2.7796, 7 -> 2
b : 9.2240, 7 -> 5
c : -6.4621, 7 -> 2
d : 5.2938, 7 -> 2
a : 7.6220, 0 -> 1
c : -8.0516, 0 -> 4
d : 3.0955, 1 -> 4
b : -3.5642, 1 -> 4
c : 6.5348, 2 -> 5
d : 4.7820, 2 -> 7
a : -3.9253, 3 -> 3
a : -8.2898, 3 -> 7
a : 7.5943, 4 -> 5
d : -1.1906, 4 -> 0
b : 7.0339, 5 -> 7
b : -0.1665, 5 -> 1
d : -2.9671, 6 -> 3
b : -8.7087, 6 -> 7
a : 1.1194, 7 -> 2
a : 2.6778, 7 -> 0
