a : 3.0723, 0 -> 4
b : -7.6581, 0 -> 5
c : 4.9612, 0 -> 2
d : -3.6148, 0 -> 7
a : 0.1709, 1 -> 7
b : 2.4657, 1 -> 1
c : 0.3294, 1 -> 0
d : 8.5256, 1 -> 3
a : 9.1509, 2 -> 0
b : 7.8872, 2 -> 7
c : -2.8180, 2 -> 7
d : 6.9694, 2 -> 2
a : -4.5313, 3 -> 4
b : -6.1736, 3 -> 3
c : -9.5914, 3 -> 7
d : 0.6543, 3 -> 0
a : -7.6917, 4 -> 5
b : -8.3441, 4 -> 4
c : -6.1657, 4 -> 5
d : 2.6996, 4 -> 7
a : 5.4497, 5 -> 5
b : -3.2683, 5 -> 7
c : -0.6501, 5 -> 4
d : 6.3937, 5 -> 1
a : -3.8989, 6 -> 3
b : 2.6818, 6 -> 2
c : 5.5411, 6 -> 1
d : 1.6817, 6 -> 0
a : 9.4607, 7 -> 0
b : 8.4986, 7 -> 1
c : -5.0769, 7 -> 1
d : 3.0523, 7 -> 6
d : -6.3748, 0 -> 0
b : 5.9084, 0 -> 4
b : -7.3037, 1 -> 0
c : 5.3280, 1 -> 5
d : 5.4851, 2 -> 5
d : 6.8142, 2 -> 1
b : 4.4512, 3 -> 5
b : -4.5253, 3 -> 3
c : 2.0295, 4 -> 1
c : 1.2512, 4 -> 0
a : 4.0888, 5 -> 5
c : 4.3868, 5 -> 5
a : -4.0489, 6 -> 5
c : 9.2984, 6 -> 5
b : -3.8553, 7 -> 4
d : 4.3007, 7 -> 3
