a : -6.5660, 0 -> 1
b : -2.6818, 0 -> 3
c : -4.3923, 0 -> 3
d : 2.7630, 0 -> 1
a : -0.9674, 1 -> 6
b : -4.6662, 1 -> 1
c : 0.0551, 1 -> 7
d : -5.7344, 1 -> 7
a : -9.9064, 2 -> 0
b : 2.6424, 2 -> 0
c : -5.2238, 2 -> 0
d : 1.0407, 2 -> 6
a : -7.3174, 3 -> 3
b : 1.6829, 3 -> 3
c : 5.1279, 3 -> 6
d : -0.5234, 3 -> 5
a : 2.0931, 4 -> 6
b : 1.3365, 4 -> 7
c : 8.2427, 4 -> 5
d : 6.6877, 4 -> 1
a : -0.3424, 5 -> 6
b : 8.1325, 5 -> 3
c : 8.7683, 5 -> 0
d : 1.6843, 5 -> 1
a : -3.2850, 6 -> 2
b : -1.9035, 6 -> 5
c : 0.5594, 6 -> 5
d : 4.8612, 6 -> 3
a : 1.7995, 7 -> 3
b : 2.5630, 7 -> 4
c : -7.3262, 7 -> 2
d : -8.0750, 7 -> 1
a : 0.2410, 0 -> 6
a : 4.6462, 0 -> 3
b : -4.9493, 1 -> 3
b : 5.6191, 1 -> 2
d : 4.8072, 2 -> 3
a : -2.3591, 2 -> 5
d : -1.8035, 3 -> 2
d : -6.2447, 3 -> 6
d : -6.4838, 4 -> 3
a : -3.9389, 4 -> 2
c : 6.7277, 5 -> 1
c : -1.9821, 5 -> 5
a : 1.5972, 6 -> 7
d : -8.8325, 6 -> 3
d : 7.0833, 7 -> 3
d : 9.0895, 7 -> 1
