a : -2.4771, 0 -> 0
b : -1.2955, 0 -> 3
c : 0.4859, 0 -> 6
d : -0.3849, 0 -> 2
a : -3.2690, 1 -> 7
b : -6.3174, 1 -> 0
c : -5.3994, 1 -> 3
d : 3.0748, 1 -> 2
a : 5.1399, 2 -> 0
b : 3.8586, 2 -> 3
c : -6.4590, 2 -> 4
d : -7.6143, 2 -> 7
a : -7.2200, 3 -> 0
b : -8.4148, 3 -> 5
c : 6.5383, 3 -> 6
d : 7.4669, 3 -> 1
a : 4.4967, 4 -> 4
b : 2.4038, 4 -> 6
c : 0.1055, 4 -> 2
d : -9.6745, 4 -> 5
a : -9.0879, 5 -> 1
b : -8.2211, 5 -> 7
c : -9.1953, 5 -> 3
d : -4.7068, 5 -> 6
a : -9.0549, 6 -> 3
b : 6.9923, 6 -> 7
c : -9.3825, 6 -> 6
d : 3.0043, 6 -> 5
a : -1.9220, 7 -> 0
b : -7.5814, 7 -> 2
c : 5.3535, 7 -> 2
d : -6.5933, 7 -> 2
d : -1.2914, 0 -> 6
a : 2.2986, 0 -> 5
a : -4.7121, 1 -> 2
b : -9.4989, 1 -> 5
d : 5.1129, 2 -> 3
a : 5.4425, 2 -> 5
b : -8.7065, 3 -> 3
b : 7.9722, 3 -> 1
b : -5.9478, 4 -> 2
d : -9.3531, 4 -> 1
a : 2.4197, 5 -> 7
a : -6.2045, 5 -> 6
b : -1.5923, 6 -> 0
a : 3.8841, 6 -> 2
c : -5.5339, 7 -> 4
a : -6.4997, 7 -> 4
