a : -9.4909, 0 -> 4
b : 1.2455, 0 -> 2
c : -3.9274, 0 -> 0
d : -7.5065, 0 -> 2
a : 3.0324, 1 -> 0
b : -1.0378, 1 -> 7
c : 4.2339, 1 -> 7
d : -1.0521, 1 -> 5
a : 1.0237, 2 -> 4
b : -3.9336, 2 -> 0
c : 0.0086, 2 -> 3
d : 8.2705, 2 -> 2
a : 7.0738, 3 -> 4
b : 7.6698, 3 -> 2
c : 3.2621, 3 -> 5
d : -5.1873, 3 -> 0
a : 8.1850, 4 -> 3
b : -2.0919, 4 -> 5
c : 3.1491, 4 -> 0
d : 7.0577, 4 -> 7
a : 1.6561, 5 -> 0
b : 1.8989, 5 -> 3
c : -4.4590, 5 -> 1
d : -4.5161, 5 -> 5
a : 8.5727, 6 -> 7
b : 9.2591, 6 -> 1
c : 8.9675, 6 -> 6
d : 5.0233, 6 -> 7
a : 1.4492, 7 -> 5
b : -4.9879, 7 -> 7
c : -5.8854, 7 -> 6
d : -5.6737, 7 -> 6
c : 2.7013, 0 -> 5
b : -1.4067, 0 -> 7
b : -8.9547, 1 -> 6
a : 3.1712, 1 -> 5
b : -2.8186, 2 -> 4
a : -0.0925, 2 -> 3
d : 9.2813, 3 -> 1
b : 7.6016, 3 -> 3
a : 9.3580, 4 -> 2
c : 0.0123, 4 -> 1
c : 2.8224, 5 -> 5
d : 5.3095, 5 -> 4
c : -1.5579, 6 -> 0
a : 3.9855, 6 -> 3
a : -3.1772, 7 -> 0
c : 0.7230, 7 -> 7
