a : -4.9235, 0 -> 6
b : 4.6569, 0 -> 4
c : 6.8442, 0 -> 5
d : 0.1210, 0 -> 7
a : -1.5625, 1 -> 1
b : -9.1618, 1 -> 2
c : -2.5862, 1 -> 0
d : 3.4669, 1 -> 7
a : 6.3718, 2 -> 7
b : 2.3352, 2 -> 4
c : -8.3648, 2 -> 1
d : 7.8805, 2 -> 2
a : 0.9719, 3 -> 0
b : -1.7845, 3 -> 7
c : 4.6827, 3 -> 2
d : -4.1804, 3 -> 2
a : -6.8202, 4 -> 2
b : 9.4164, 4 -> 1
c : 0.3039, 4 -> 1
d : 9.0595, 4 -> 4
a : -2.3969, 5 -> 5
b : -4.6440, 5 -> 1
c : 8.6822, 5 -> 1
d : 9.6119, 5 -> 1
a : -4.6434, 6 -> 6
b : 2.6111, 6 -> 6
c : 2.2905, 6 -> 7
d : -6.2863, 6 -> 5
a : -4.1726, 7 -> 6
b : -9.3269, 7 -> 0
c : 4.8807, 7 -> 0
d : -1.5557, 7 -> 4
b : 2.2324, 0 -> 1
a : -2.9156, 0 -> 5
c : -9.3481, 1 -> 2
c : 7.6232, 1 -> 4
d : 1.9664, 2 -> 2
c : -7.6530, 2 -> 2
c : -7.7850, 3 -> 6
d : 2.6930, 3 -> 5
b : -4.7688, 4 -> 5
b : 5.7145, 4 -> 4
a : 1.6662, 5 -> 7
a : -1.7086, 5 -> 7
b : 9.0968, 6 -> 1
b : 0.8663, 6 -> 1
b : 8.9228, 7 -> 3
b : 6.3417, 7 -> 5
