a : 0.6075, 0 -> 5
b : -2.1067, 0 -> 5
c : -7.4004, 0 -> 7
d : -2.4496, 0 -> 5
a : 1.0235, 1 -> 7
b : -3.5200, 1 -> 2
c : -0.3296, 1 -> 1
d : -8.9878, 1 -> 0
a : 5.5281, 2 -> 1
b : -3.9433, 2 -> 4
c : -8.8757, 2 -> 7
d : 1.8884, 2 -> 4
a : -1.6736, 3 -> 5
b : -2.8642, 3 -> 5
c : -1.5597, 3 -> 1
d : -9.1027, 3 -> 0
a : -6.7253, 4 -> 6
b : -9.7029, 4 -> 3
c : 7.3785, 4 -> 0
d : -2.4399, 4 -> 2
a : 5.0949, 5 -> 6
b : 9.1717, 5 -> 4
c : -7.4043, 5 -> 7
d : 6.2811, 5 -> 3
a : 5.6339, 6 -> 3
b : 3.6157, 6 -> 7
c : -9.9289, 6 -> 3
d : -7.3023, 6 -> 5
a : 4.1647, 7 -> 1
b : -0.1321, 7 -> 4
c : 8.9554, 7 -> 2
d : 5.9119, 7 -> 3
d : -9.8920, 0 -> 4
b : 0.0953, 0 -> 3
a : 1.6580, 1 -> 1
a : -9.5500, 1 -> 3
d : 7.9299, 2 -> 7
d : 6.8094, 2 -> 5
d : 0.8188, 3 -> 4
d : 1.9996, 3 -> 4
c : -2.6522, 4 -> 1
b : -7.7038, 4 -> 2
c : -7.7654, 5 -> 6
b : 9.5655, 5 -> 0
c : 8.1081, 6 -> 5
b : -6.5485, 6 -> 2
b : -5.2975, 7 -> 5
a : 4.4478, 7 -> 7
