a : -2.2148, 0 -> 4
b : 7.5313, 0 -> 2
c : -3.4388, 0 -> 1
d : 5.2721, 0 -> 7
a : -7.5285, 1 -> 4
b : -4.5960, 1 -> 4
c : 4.8264, 1 -> 7
d : 7.3751, 1 -> 5
a : -8.7333, 2 -> 7
b : -2.2898, 2 -> 5
c : 6.6630, 2 -> 1
d : -0.3232, 2 -> 4
a : 6.7489, 3 -> 4
b : -1.9013, 3 -> 4
c : -4.1048, 3 -> 2
d : -0.5285, 3 -> 0
a : 0.4857, 4 -> 1
b : 6.9589, 4 -> 1
c : -6.1353, 4 -> 7
d : 7.4535, 4 -> 0
a : 9.7336, 5 -> 5
b : 9.1368, 5 -> 6
c : 8.6193, 5 -> 4
d : -7.4766, 5 -> 4
a : 0.9298, 6 -> 6
b : 8.7381, 6 -> 2
c : 7.3530, 6 -> 7
d : 3.0421, 6 -> 0
a : -6.7347, 7 -> 1
b : -2.4332, 7 -> 1
c : -2.0047, 7 -> 7
d : -5.0606, 7 -> 5
d : -8.3774, 0 -> 2
a : -7.9371, 0 -> 1
c : 9.1026, 1 -> 0
b : 3.9127, 1 -> 0
d : -6.4082, 2 -> 4
d : 1.1338, 2 -> 1
b : 7.7804, 3 -> 0
d : -0.7176, 3 -> 6
b : -0.1255, 4 -> 6
a : 9.3965, 4 -> 0
b : 3.8894, 5 -> 3
c : 6.7573, 5 -> 3
c : 5.4661, 6 -> 1
d : 0.7452, 6 -> 3
d : -0.4085, 7 -> 6
a : 1.3578, 7 -> 4
