a : -1.3019, 0 -> 3
b : 9.2618, 0 -> 1
c : 1.0059, 0 -> 2
d : -8.8978, 0 -> 7
a : 6.2205, 1 -> 3
b : -9.9953, 1 -> 7
c : 3.5340, 1 -> 4
d : -8.9492, 1 -> 2
a : -1.8405, 2 -> 1
b : 1.7112, 2 -> 3
c : 2.9912, 2 -> 5
d : 9.9219, 2 -> 3
a : 8.3171, 3 -> 7
b : 9.2051, 3 -> 6
c : -7.9032, 3 -> 7
d : -5.1677, 3 -> 2
a : -7.5070, 4 -> 2
b : 4.0888, 4 -> 0
c : -4.8232, 4 -> 5
d : 0.2308, 4 -> 5
a : -3.5718, 5 -> 5
b : 5.9488, 5 -> 2
c : 2.7998, 5 -> 7
d : 0.0709, 5 -> 6
a : 0.5405, 6 -> 7
b : 2.6152, 6 -> 4
c : -7.6142, 6 -> 2
d : -9.4903, 6 -> 4
a : 2.6241, 7 -> 5
b : -8.8990, 7 -> 1
c : 9.8973, 7 -> 2
d : -0.0116, 7 -> 3
c : 7.4397, 0 -> 2
b : -0.8345, 0 -> 4
d : 7.2618, 1 -> 7
c : 5.2746, 1 -> 5
a : -6.5262, 2 -> 4
a : 3.4420, 2 -> 7
a : 1.9121, 3 -> 5
c : -9.8886, 3 -> 5
c : -8.4988, 4 -> 0
c : -9.4854, 4 -> 6
d : -7.9676, 5 -> 5
a : -9.6202, 5 -> 3
a : 8.2892, 6 -> 7
d : -1.0319, 6 -> 1
b : 5.6252, 7 -> 4
b : 3.3699, 7 -> 6
