a : -9.1290, 0 -> 3
b : 7.1081, 0 -> 2
c : -2.6779, 0 -> 0
d : -0.4162, 0 -> 5
a : -2.8053, 1 -> 0
b : 2.6816, 1 -> 7
c : 4.2174, 1 -> 1
d : 0.0534, 1 -> 1
a : 7.8977, 2 -> 0
b : 9.8772, 2 -> 6
c : 1.1652, 2 -> 7
d : -4.8565, 2 -> 2
a : 8.6299, 3 -> 5
b : 0.2735, 3 -> 4
c : 2.1072, 3 -> 4
d : 8.8496, 3 -> 5
a : -0.6799, 4 -> 1
b : 7.5603, 4 -> 3
c : -7.8231, 4 -> 6
d : 4.2838, 4 -> 1
a : -8.3319, 5 -> 4
b : -1.4075, 5 -> 0
c : 0.3235, 5 -> 6
d : 6.3922, 5 -> 7
a : 5.3873, 6 -> 7
b : -2.8835, 6 -> 4
c : 6.9738, 6 -> 4
d : -2.1793, 6 -> 3
a : 9.6565, 7 -> 2
b : 3.3477, 7 -> 7
c : 6.0510, 7 -> 7
d : -2.8040, 7 -> 6
b : 9.3002, 0 -> 7
c : -3.5561, 0 -> 3
d : 2.6071, 1 -> 4
d : -4.8248, 1 -> 5
d : 6.4899, 2 -> 5
a : 3.0383, 2 -> 0
a : -6.6018, 3 -> 1
a : 0.2549, 3 -> 5
d : -2.9229, 4 -> 7
b : -4.3913, 4 -> 6
a : -4.9689, 5 -> 4
a : -0.4724, 5 -> 7
a : -9.1938, 6 -> 1
b : -6.1096, 6 -> 1
b : 0.9540, 7 -> 4
c : 4.6602, 7 -> 6
