a : 2.2560, 0 -> 5
b : 1.1404, 0 -> 0
c : 0.4012, 0 -> 0
d : -1.1649, 0 -> 2
a : -7.9291, 1 -> 7
b : -2.9074, 1 -> 3
c : -8.9142, 1 -> 2
d : 8.7896, 1 -> 0
a : -3.9262, 2 -> 2
b : 6.1105, 2 -> 5
c : 4.7054, 2 -> 6
d : -2.9784, 2 -> 0
a : 8.7076, 3 -> 5
b : 7.8414, 3 -> 4
c : -4.9317, 3 -> 7
d : 7.9718, 3 -> 4
a : 7.8414, 4 -> 4
b : -4.3186, 4 -> 1
c : 0.9690, 4 -> 1
d : -3.5170, 4 -> 5
a : 5.8563, 5 -> 0
b : 5.7384, 5 -> 3
c : 6.7881, 5 -> 0
d : 6.7963, 5 -> 7
a : 4.0396, 6 -> 3
b : 3.9656, 6 -> 2
c : -2.9793, 6 -> 2
d : 3.5539, 6 -> 6
a : -0.7109, 7 -> 1
b : 0.9049, 7 -> 0
c : 6.6833, 7 -> 3
d : 1.8513, 7 -> 4
d : 9.7550, 0 -> 5
d : 0.1059, 0 -> 6
a : -9.9560, 1 -> 3
b : 8.9190, 1 -> 2
b : 6.3984, 2 -> 5
b : 8.0219, 2 -> 0
c : -1.4837, 3 -> 5
c : 9.0291, 3 -> 5
d : -0.9974, 4 -> 5
d : 1.3126, 4 -> 4
d : 0.7817, 5 -> 6
c : 1.9598, 5 -> 2
c : 9.7980, 6 -> 1
b : 9.6838, 6 -> 4
b : 7.8487, 7 -> 7
a : -0.5076, 7 -> 4
