a : -9.1709, 0 -> 6
b : 6.3323, 0 -> 2
c : -0.3344, 0 -> 4
d : -9.9290, 0 -> 1
a : -1.8250, 1 -> 4
b : 1.1877, 1 -> 4
c : 2.0030, 1 -> 1
d : -9.8750, 1 -> 4
a : -5.7947, 2 -> 6
b : 1.6972, 2 -> 6
c : -8.7253, 2 -> 4
d : -8.2847, 2 -> 4
a : 7.3593, 3 -> 5
b : 7.2142, 3 -> 3
c : 9.2927, 3 -> 5
d : 4.9738, 3 -> 1
a : -6.1796, 4 -> 4
b : -8.9875, 4 -> 2
c : 1.2246, 4 -> 2
d : 8.1136, 4 -> 5
a : 0.2276, 5 -> 0
b : 3.2907, 5 -> 2
c : 0.6417, 5 -> 0
d : -1.6473, 5 -> 2
a : 6.6289, 6 -> 2
b : -8.2507, 6 -> 3
c : 5.7553, 6 -> 5
d : 6.7847, 6 -> 4
a : -9.0280, 7 -> 2
b : 4.6031, 7 -> 4
c : -0.8835, 7 -> 0
d : -0.9171, 7 -> 2
c : 5.1784, 0 -> 7
b : 8.0850, 0 -> 7
a : 6.2875, 1 -> 6
c : 3.3891, 1 -> 4
a : 8.2423, 2 -> 5
c : -9.7054, 2 -> 5
c : -6.6175, 3 -> 0
b : 7.7328, 3 -> 2
d : -2.4129, 4 -> 4
d : -3.5030, 4 -> 3
a : 0.2226, 5 -> 1
b : 7.8283, 5 -> 4
d : 5.5928, 6 -> 0
b : 2.5319, 6 -> 6
a : -5.2097, 7 -> 4
b : 0.4802, 7 -> 1
