a : 8.4660, 0 -> 4
b : -5.2061, 0 -> 1
c : 5.4288, 0 -> 6
d : -4.5926, 0 -> 7
a : -2.3101, 1 -> 2
b : 9.3636, 1 -> 5
c : -7.4327, 1 -> 0
d : -6.9115, 1 -> 2
a : -4.2579, 2 -> 4
b : 8.1724, 2 -> 7
c : -1.9875, 2 -> 4
d : 1.3395, 2 -> 4
a : -9.9956, 3 -> 0
b : -0.2545, 3 -> 4
c : 3.9716, 3 -> 7
d : -5.0466, 3 -> 5
a : -2.6938, 4 -> 7
b : 7.7487, 4 -> 3
c : -2.7671, 4 -> 4
d : -4.5178, 4 -> 2
a : 9.7017, 5 -> 4
b : -8.9191, 5 -> 1
c : -1.7584, 5 -> 5
d : 1.8065, 5 -> 7
a : -1.3079, 6 -> 2
b : 3.9618, 6 -> 1
c : -7.2122, 6 -> 2
d : 6.5287, 6 -> 0
a : -8.6723, 7 -> 0
b : 2.1041, 7 -> 2
c : -0.6928, 7 -> 5
d : 1.4195, 7 -> 1
b : 2.5901, 0 -> 3
c : -6.4821, 0 -> 1
d : -8.4840, 1 -> 1
b : 9.3049, 1 -> 7
d : 6.3187, 2 -> 6
a : -4.1028, 2 -> 2
a : -2.8918, 3 -> 7
a : 2.1729, 3 -> 0
d : -6.1593, 4 -> 5
d : 1.1793, 4 -> 4
d : 6.2239, 5 -> 7
c : 0.8553, 5 -> 3
c : 3.4808, 6 -> 6
b : -8.1944, 6 -> 1
a : -8.3142, 7 -> 1
a : -9.5312, 7 -> 7
