a : -9.7564, 0 -> 5
b : 6.0099, 0 -> 2
c : 7.1881, 0 -> 5
d : -6.1065, 0 -> 1
a : -2.1089, 1 -> 2
b : 6.2111, 1 -> 4
c : 0.0344, 1 -> 3
d : 2.4895, 1 -> 5
a : 0.8711, 2 -> 2
b : 4.1849, 2 -> 0
c : -9.6097, 2 -> 2
d : -7.2937, 2 -> 3
a : -5.0777, 3 -> 2
b : -1.0440, 3 -> 2
c : 5.5588, 3 -> 6
d : -6.6798, 3 -> 2
a : -1.8620, 4 -> 4
b : 2.7647, 4 -> 4
c : 6.5037, 4 -> 6
d : 0.6386, 4 -> 0
a : 3.5394, 5 -> 4
b : 3.7494, 5 -> 2
c : 2.5438, 5 -> 5
d : 8.2239, 5 -> 3
a : -3.7319, 6 -> 7
b : 0.0250, 6 -> 5
c : -2.5250, 6 -> 5
d : -8.6908, 6 -> 5
a : -8.8721, 7 -> 6
b : 2.6579, 7 -> 4
c : 8.5245, 7 -> 3
d : -0.1491, 7 -> 1
c : 7.5034, 0 -> 3
b : -0.6814, 0 -> 3
a : -0.5668, 1 -> 7
b : -9.8787, 1 -> 1
a : 4.0696, 2 -> 3
a : 2.8677, 2 -> 1
c : 7.1522, 3 -> 1
c : 5.7779, 3 -> 6
c : 3.0282, 4 -> 0
c : -6.3317, 4 -> 3
b : -6.8720, 5 -> 2
d : 6.2262, 5 -> 6
c : 5.2042, 6 -> 1
d : 2.4164, 6 -> 6
d : 1.4906, 7 -> 2
b : 5.9908, 7 -> 0
