a : -2.7674, 0 -> 0
b : 0.2342, 0 -> 1
c : -8.8179, 0 -> 1
d : -7.0364, 0 -> 4
a : -7.1012, 1 -> 6
b : 3.9669, 1 -> 7
c : -7.1405, 1 -> 2
d : -8.3543, 1 -> 1
a : 7.2536, 2 -> 1
b : 0.5709, 2 -> 3
c : 2.7520, 2 -> 3
d : 8.6609, 2 -> 0
a : 7.2995, 3 -> 5
b : 1.6045, 3 -> 6
c : 3.3591, 3 -> 5
d : 7.6532, 3 -> 2
a : -8.0060, 4 -> 3
b : 9.5188, 4 -> 0
c : 6.4983, 4 -> 6
d : 7.4532, 4 -> 7
a : -4.0665, 5 -> 6
b : -4.5078, 5 -> 5
c : -3.9172, 5 -> 1
d : -1.8736, 5 -> 0
a : 1.4880, 6 -> 3
b : -0.4150, 6 -> 6
c : -4.6774, 6 -> 6
d : -0.5845, 6 -> 0
a : 2.3802, 7 -> 4
b : -2.0473, 7 -> 6
c : 7.9391, 7 -> 3
d : -1.4995, 7 -> 2
b : 8.1596, 0 -> 6
c : -5.1714, 0 -> 1
d : -0.7507, 1 -> 7
b : 4.0947, 1 -> 2
d : 1.3249, 2 -> 5
c : 3.4456, 2 -> 5
a : -9.2997, 3 -> 5
b : 3.9299, 3 -> 7
d : -5.8056, 4 -> 3
d : 3.6213, 4 -> 3
c : 7.2236, 5 -> 4
b : 6.8204, 5 -> 3
b : 5.1434, 6 -> 1
d : -0.4300, 6 -> 3
a : -6.1385, 7 -> 7
a : 9.7439, 7 -> 7
