a : 5.3922, 0 -> 2
b : -1.7533, 0 -> 3
c : 0.5271, 0 -> 7
d : 8.4622, 0 -> 1
a : -9.8726, 1 -> 4
b : -3.9812, 1 -> 5
c : 0.9479, 1 -> 2
d : 3.5813, 1 -> 0
a : -1.0400, 2 -> 7
b : 8.3183, 2 -> 0
c : -1.3990, 2 -> 3
d : -2.0401, 2 -> 6
a : -7.8890, 3 -> 6
b : 8.8503, 3 -> 3
c : 2.8650, 3 -> 6
d : -5.9820, 3 -> 1
a : 7.6198, 4 -> 5
b : 6.1139, 4 -> 2
c : -3.6047, 4 -> 6
d : -8.4413, 4 -> 4
a : 4.2507, 5 -> 4
b : 2.5709, 5 -> 6
c : -7.3742, 5 -> 2
d : 0.1555, 5 -> 5
a : 7.6017, 6 -> 1
b : -9.5799, 6 -> 6
c : -8.3005, 6 -> 4
d : -2.6459, 6 -> 5
a : 5.9181, 7 -> 3
b : -1.6414, 7 -> 6
c : -9.0679, 7 -> 0
d : 7.4865, 7 -> 4
a : -5.8236, 0 -> 3
d : 4.8332, 0 -> 6
c : 9.5726, 1 -> 7
b : 3.1609, 1 -> 6
a : -2.6841, 2 -> 4
c : 8.5229, 2 -> 7
b : -6.6755, 3 -> 5
b : 9.5102, 3 -> 6
a : -3.4020, 4 -> 4
c : -9.7171, 4 -> 6
b : 7.6090, 5 -> 6
c : 6.0871, 5 -> 0
b : 8.1171, 6 -> 6
d : 9.0207, 6 -> 5
c : 0.7142, 7 -> 6
a : -7.7288, 7 -> 5
