a : 1.7430, 0 -> 0
b : 6.8278, 0 -> 2
c : -8.8381, 0 -> 6
d : 3.1743, 0 -> 2
a : -8.9587, 1 -> 4
b : -7.9565, 1 -> 7
c : -2.9658, 1 -> 2
d : 0.8833, 1 -> 6
a : 3.6392, 2 -> 7
b : -2.7605, 2 -> 1
c : 4.2443, 2 -> 7
d : -6.5661, 2 -> 5
a : -3.2744, 3 -> 0
b : 3.6026, 3 -> 6
c : -9.3743, 3 -> 6
d : 9.4139, 3 -> 0
a : 5.4875, 4 -> 5
b : -6.0356, 4 -> 4
c : 1.9229, 4 -> 2
d : 6.7667, 4 -> 5
a : 1.4252, 5 -> 6
b : -5.9227, 5 -> 4
c : -2.9492, 5 -> 5
d : 4.1657, 5 -> 7
a : -8.3961, 6 -> 3
b : -1.8464, 6 -> 5
c : -3.2832, 6 -> 6
d : -4.4742, 6 -> 2
a : 0.4972, 7 -> 0
b : 6.8709, 7 -> 0
c : 0.4568, 7 -> 1
d : -5.1286, 7 -> 3
b : 9.0482, 0 -> 7
a : 4.7619, 0 -> 5
a : -5.1342, 1 -> 5
d : -7.4360, 1 -> 3
c : -8.1630, 2 -> 4
c : -7.3538, 2 -> 7
b : 6.0728, 3 -> 7
b : -9.0964, 3 -> 7
b : -4.1758, 4 -> 2
d : -9.3361, 4 -> 1
b : 1.2947, 5 -> 1
a : -4.9674, 5 -> 2
a : -8.7491, 6 -> 1
b : 1.1377, 6 -> 2
b : -9.0747, 7 -> 7
d : 0.5613, 7 -> 0
