a : 4.6931, 0 -> 4
b : 1.5576, 0 -> 1
c : 2.1777, 0 -> 1
d : -3.3509, 0 -> 4
a : 2.0428, 1 -> 6
b : -2.4837, 1 -> 4
c : 5.3319, 1 -> 6
d : -4.2888, 1 -> 5
a : 0.9219, 2 -> 6
b : -5.2548, 2 -> 3
c : -0.0239, 2 -> 2
d : -2.8805, 2 -> 4
a : -6.4716, 3 -> 5
b : -2.1896, 3 -> 4
c : 9.8778, 3 -> 6
d : -9.3284, 3 -> 6
a : -8.6510, 4 -> 5
b : 2.7704, 4 -> 0
c : 2.9439, 4 -> 4
d : -0.3818, 4 -> 6
a : -4.5853, 5 -> 3
b : 4.7385, 5 -> 4
c : 0.0353, 5 -> 5
d : 2.4995, 5 -> 1
a : -5.0708, 6 -> 7
b : 3.4715, 6 -> 4
c : 3.9550, 6 -> 5
d : -3.2655, 6 -> 4
a : -0.6552, 7 -> 1
b : 1.8445, 7 -> 5
c : 1.7795, 7 -> 5
d : -4.7575, 7 -> 2
b : -9.1724, 0 -> 4
b : -7.9274, 0 -> 4
c : -8.4801, 1 -> 0
b : -9.9476, 1 -> 7
a : -6.4879, 2 -> 1
a : -7.6564, 2 -> 4
c : 4.6809, 3 -> 7
b : 5.6690, 3 -> 1
a : -0.4732, 4 -> 0
d : -4.6199, 4 -> 2
c : 3.4744, 5 -> 0
d : 8.6291, 5 -> 4
d : 4.7623, 6 -> 7
b : 6.8063, 6 -> 6
b : 6.1752, 7 -> 3
d : 9.1429, 7 -> 5
