a : 3.6819, 0 -> 6
b : 1.6808, 0 -> 3
c : 8.0523, 0 -> 2
d : -9.1219, 0 -> 7
a : 0.2047, 1 -> 7
b : 5.2538, 1 -> 6
c : 6.6123, 1 -> 0
d : 7.4644, 1 -> 0
a : 1.4773, 2 -> 5
b : 5.4431, 2 -> 2
c : -9.7102, 2 -> 2
d : -1.8591, 2 -> 4
a : 5.4041, 3 -> 7
b : 6.6595, 3 -> 5
c : 1.0673, 3 -> 1
d : 4.9840, 3 -> 5
a : 5.5743, 4 -> 7
b : 4.2253, 4 -> 6
c : 3.4324, 4 -> 6
d : 3.1021, 4 -> 7
a : 6.5074, 5 -> 5
b : -0.2968, 5 -> 7
c : 8.0159, 5 -> 7
d : -3.5984, 5 -> 1
a : -6.4315, 6 -> 6
b : -5.1283, 6 -> 6
c : 6.5279, 6 -> 2
d : -9.9120, 6 -> 2
a : -9.3499, 7 -> 4
b : -4.7946, 7 -> 7
c : 8.0650, 7 -> 5
d : 7.4337, 7 -> 2
c : -6.7605, 0 -> 1
d : 2.2906, 0 -> 1
b : 3.4097, 1 -> 2
a : -2.4304, 1 -> 6
a : 8.0322, 2 -> 1
a : 1.9139, 2 -> 2
c : -2.4588, 3 -> 5
b : 5.3721, 3 -> 4
a : 8.8645, 4 -> 7
b : 3.7981, 4 -> 6
a : -7.2858, 5 -> 2
d : 1.2628, 5 -> 4
b : 4.8509, 6 -> 4
d : -9.6115, 6 -> 2
a : -1.8003, 7 -> 1
b : -1.1283, 7 -> 3
