a : 5.3284, 0 -> 0
b : -5.8885, 0 -> 5
c : -0.9702, 0 -> 0
d : 2.3918, 0 -> 5
a : -8.0275, 1 -> 4
b : 1.0153, 1 -> 4
c : 1.5313, 1 -> 1
d : 7.8862, 1 -> 0
a : -2.2135, 2 -> 0
b : 3.3511, 2 -> 4
c : 7.7453, 2 -> 0
d : -3.7360, 2 -> 5
a : -4.9807, 3 -> 1
b : -1.8814, 3 -> 1
c : -5.3640, 3 -> 1
d : 5.3924, 3 -> 6
a : 7.3894, 4 -> 4
b : 2.0566, 4 -> 1
c : 7.0834, 4 -> 3
d : 2.1272, 4 -> 5
a : 1.2753, 5 -> 7
b : 6.8779, 5 -> 4
c : -0.2686, 5 -> 5
d : -5.4984, 5 -> 5
a : 6.2088, 6 -> 4
b : 8.6411, 6 -> 4
c : -1.3454, 6 -> 6
d : -0.4439, 6 -> 0
a : -7.9821, 7 -> 2
b : -7.0925, 7 -> 5
c : 5.0523, 7 -> 4
d : -8.4824, 7 -> 0
d : 5.5570, 0 -> 7
c : -2.0636, 0 -> 0
d : 4.1039, 1 -> 1
d : 6.2701, 1 -> 2
a : -1.0715, 2 -> 3
d : -6.7725, 2 -> 0
d : 4.9624, 3 -> 7
d : -7.3236, 3 -> 2
a : 6.5031, 4 -> 4
b : 3.6380, 4 -> 7
d : 5.8510, 5 -> 4
a : 5.1593, 5 -> 1
c : -7.4400, 6 -> 0
c : 0.0663, 6 -> 0
a : -9.6973, 7 -> 4
b : -5.0482, 7 -> 0
