a : 8.7797, 0 -> 5
b : 9.7221, 0 -> 3
c : 6.2562, 0 -> 0
d : 8.9527, 0 -> 2
a : 4.2555, 1 -> 4
b : -8.1269, 1 -> 2
c : -5.9992, 1 -> 7
d : 9.9473, 1 -> 6
a : 7.9718, 2 -> 3
b : -8.7338, 2 -> 2
c : -5.1285, 2 -> 4
d : -5.2187, 2 -> 1
a : 7.1422, 3 -> 5
b : 7.2255, 3 -> 0
c : -3.8131, 3 -> 5
d : 3.6848, 3 -> 3
a : 8.0015, 4 -> 1
b : 5.0081, 4 -> 5
c : -3.6793, 4 -> 4
d : -6.2758, 4 -> 2
a : -9.5811, 5 -> 1
b : -7.1445, 5 -> 4
c : -6.9583, 5 -> 2
d : 2.7020, 5 -> 7
a : 8.5729, 6 -> 6
b : 9.2972, 6 -> 5
c : -0.2067, 6 -> 3
d : 0.1106, 6 -> 0
a : 6.1370, 7 -> 5
b : -6.2145, 7 -> 7
c : 6.3725, 7 -> 2
d : -2.3829, 7 -> 6
b : 2.8401, 0 -> 4
d : -8.0272, 0 -> 6
a : -7.4744, 1 -> 7
a : 2.5797, 1 -> 1
c : -6.6027, 2 -> 5
b : 9.5313, 2 -> 4
d : -8.8014, 3 -> 1
d : -1.4037, 3 -> 0
a : 8.3750, 4 -> 0
d : -0.0149, 4 -> 7
b : -0.6057, 5 -> 1
b : 8.5491, 5 -> 4
d : 0.9728, 6 -> 2
c : 9.8999, 6 -> 5
d : -6.3499, 7 -> 2
d : 7.1407, 7 -> 2
