a : 7.9807, 0 -> 6
b : 7.5385, 0 -> 5
c : -7.9203, 0 -> 1
d : 1.9864, 0 -> 3
a : 6.9466, 1 -> 7
b : -4.5666, 1 -> 3
c : -7.2877, 1 -> 0
d : 0.9323, 1 -> 1
a : -4.2558, 2 -> 1
b : -2.4985, 2 -> 7
c : -3.6189, 2 -> 2
d : -2.9274, 2 -> 0
a : 6.8466, 3 -> 5
b : 5.5868, 3 -> 4
c : -1.5820, 3 -> 2
d : -8.5292, 3 -> 5
a : -9.0350, 4 -> 0
b : -9.6405, 4 -> 2
c : -0.6618, 4 -> 6
d : -7.0799, 4 -> 1
a : -9.0109, 5 -> 6
b : -9.3251, 5 -> 5
c : 0.8646, 5 -> 6
d : -8.8424, 5 -> 4
a : 1.0614, 6 -> 5
b : -7.4530, 6 -> 7
c : -8.3572, 6 -> 7
d : 1.9274, 6 -> 5
a : -5.4842, 7 -> 6
b : 5.5835, 7 -> 4
c : -9.5841, 7 -> 0
d : -0.6124, 7 -> 7
b : -4.6554, 0 -> 1
a : 3.8747, 0 -> 0
c : -1.5472, 1 -> 3
a : 5.3066, 1 -> 0
a : -5.6034, 2 -> 5
d : -0.0564, 2 -> 0
a : -2.9208, 3 -> 5
a : -3.4138, 3 -> 6
b : -2.3317, 4 -> 4
d : -6.6520, 4 -> 5
c : -0.7835, 5 -> 5
b : 7.3529, 5 -> 1
c : 8.2082, 6 -> 3
b : -3.2388, 6 -> 5
c : 0.8594, 7 -> 3
c : -3.8972, 7 -> 0
