a : 4.6540, 0 -> 6
b : -0.0376, 0 -> 6
c : -5.4365, 0 -> 7
d : 6.3984, 0 -> 4
a : -8.3395, 1 -> 1
b : 0.7667, 1 -> 6
c : 3.9110, 1 -> 4
d : -5.7801, 1 -> 6
a : -9.3806, 2 -> 4
b : -3.1814, 2 -> 1
c : -6.4456, 2 -> 4
d : -2.2417, 2 -> 3
a : -2.0962, 3 -> 3
b : 7.8819, 3 -> 0
c : 5.1993, 3 -> 3
d : -3.1406, 3 -> 2
a : -2.2932, 4 -> 0
b : -2.2117, 4 -> 7
c : 1.1318, 4 -> 5
d : 4.4184, 4 -> 2
a : -1.9366, 5 -> 7
b : 6.3692, 5 -> 1
c : -9.2683, 5 -> 3
d : -1.6896, 5 -> 2
a : 9.1514, 6 -> 1
b : 4.0979, 6 -> 7
c : -4.9308, 6 -> 6
d : -8.1249, 6 -> 4
a : -7.2437, 7 -> 5
b : 4.2652, 7 -> 6
c : 2.8044, 7 -> 6
d : 3.7081, 7 -> 5
b : -2.4487, 0 -> 2
c : 7.5130, 0 -> 6
b : 5.2819, 1 -> 1
a : -0.6391, 1 -> 1
c : -1.7569, 2 -> 3
a : 4.8688, 2 -> 5
b : 4.1526, 3 -> 1
a : -7.6286, 3 -> 0
d : 4.7006, 4 -> 5
c : -2.5472, 4 -> 4
d : 6.1956, 5 -> 4
a : -0.3285, 5 -> 7
d : 6.6603, 6 -> 1
b : 7.5297, 6 -> 4
d : -7.1712, 7 -> 5
d : 8.5932, 7 -> 1
