a : 4.8695, 0 -> 3
b : -8.0450, 0 -> 4
c : 3.0113, 0 -> 3
d : 0.9530, 0 -> 7
a : 7.4770, 1 -> 3
b : -3.4361, 1 -> 6
c : -1.2464, 1 -> 1
d : 5.0887, 1 -> 4
a : 0.0331, 2 -> 5
b : 9.8947, 2 -> 5
c : -0.1148, 2 -> 0
d : -4.4114, 2 -> 0
a : -4.5754, 3 -> 5
b : -6.6368, 3 -> 4
c : -0.9856, 3 -> 4
d : 8.6782, 3 -> 6
a : 6.4927, 4 -> 0
b : -6.5212, 4 -> 6
c : 5.5148, 4 -> 7
d : 4.0798, 4 -> 5
a : -4.5934, 5 -> 3
b : -2.2574, 5 -> 6
c : 2.9895, 5 -> 0
d : -0.6605, 5 -> 0
a : 8.4664, 6 -> 4
b : 7.2032, 6 -> 7
c : -6.1747, 6 -> 7
d : 7.6946, 6 -> 1
a : 5.6952, 7 -> 2
b : 7.5397, 7 -> 3
c : 9.4801, 7 -> 2
d : 9.5378, 7 -> 6
c : 1.9831, 0 -> 5
b : -8.9181, 0 -> 7
a : -3.4561, 1 -> 4
d : -7.6633, 1 -> 2
c : 0.5968, 2 -> 5
b : 2.4627, 2 -> 2
c : 8.9237, 3 -> 7
b : -9.5386, 3 -> 3
b : -6.2919, 4 -> 6
d : -3.7073, 4 -> 3
b : -4.4438, 5 -> 1
b : 3.5931, 5 -> 0
b : -3.9163, 6 -> 6
c : 8.0181, 6 -> 6
a : -0.6040, 7 -> 7
a : -3.5786, 7 -> 0
