a : 7.0674, 0 -> 4
b : -6.7153, 0 -> 1
c : -3.7724, 0 -> 1
d : -1.0002, 0 -> 3
a : -9.5071, 1 -> 3
b : -3.8455, 1 -> 6
c : -2.5379, 1 -> 1
d : 3.0591, 1 -> 5
a : 2.6569, 2 -> 5
b : -4.1822, 2 -> 4
c : -8.8387, 2 -> 3
d : -4.5435, 2 -> 7
a : 5.7420, 3 -> 4
b : -3.6134, 3 -> 1
c : -6.0806, 3 -> 4
d : -3.8304, 3 -> 2
a : -9.2787, 4 -> 7
b : 1.2804, 4 -> 4
c : 1.1572, 4 -> 0
d : -5.3906, 4 -> 4
a : 0.0233, 5 -> 2
b : -8.2906, 5 -> 1
c : -7.9062, 5 -> 2
d : 4.5075, 5 -> 3
a : -3.6218, 6 -> 6
b : -9.4987, 6 -> 4
c : -1.4720, 6 -> 3
d : -6.3181, 6 -> 7
a : 4.6708, 7 -> 6
b : -6.2951, 7 -> 0
c : -5.3365, 7 -> 1
d : 3.9055, 7 -> 5
c : 3.7103, 0 -> 5
d : 6.1298, 0 -> 4
d : -4.8160, 1 -> 7
b : -1.7635, 1 -> 5
d : 5.6316, 2 -> 4
a : -4.3342, 2 -> 3
a : 1.4123, 3 -> 5
c : 9.2239, 3 -> 2
b : 0.3547, 4 -> 1
a : -6.0817, 4 -> 3
b : 9.5522, 5 -> 4
d : -5.8288, 5 -> 7
b : 4.2584, 6 -> 3
a : -6.5774, 6 -> 0
d : 7.0959, 7 -> 0
a : 9.4583, 7 -> 0
