a : -2.7071, 0 -> 2
b : 0.0214, 0 -> 3
c : 8.3771, 0 -> 6
d : 9.3396, 0 -> 7
a : 5.8157, 1 -> 2
b : -1.8281, 1 -> 0
c : 2.2400, 1 -> 7
d : 3.2492, 1 -> 4
a : 9.6342, 2 -> 4
b : 7.7891, 2 -> 1
c : 0.9158, 2 -> 4
d : 2.7458, 2 -> 6
a : -5.8475, 3 -> 3
b : 3.8896, 3 -> 5
c : -3.7081, 3 -> 2
d : 4.0141, 3 -> 4
a : 0.6420, 4 -> 0
b : -6.6809, 4 -> 6
c : -1.1208, 4 -> 7
d : 4.3005, 4 -> 7
a : 1.5550, 5 -> 4
b : 5.9556, 5 -> 3
c : 9.0957, 5 -> 2
d : 9.2191, 5 -> 3
a : 6.0079, 6 -> 5
b : -8.6431, 6 -> 6
c : 3.9707, 6 -> 1
d : 5.2598, 6 -> 1
a : 5.4881, 7 -> 6
b : 9.7134, 7 -> 2
c : 1.4782, 7 -> 6
d : 9.8792, 7 -> 0
a : 3.9637, 0 -> 6
b : -0.3236, 0 -> 1
a : -6.7987, 1 -> 3
d : 7.5010, 1 -> 3
c : 0.6030, 2 -> 3
d : 0.0452, 2 -> 2
a : 7.2951, 3 -> 4
b : -3.9934, 3 -> 6
b : -5.4890, 4 -> 5
c : 9.3851, 4 -> 7
a : 7.6686, 5 -> 5
a : -2.5717, 5 -> 4
b : -0.1453, 6 -> 1
d : -4.8567, 6 -> 6
d : 2.6173, 7 -> 6
a : 5.4511, 7 -> 5
