a : 2.5828, 0 -> 3
b : -3.9573, 0 -> 5
c : 7.8465, 0 -> 7
d : 9.0654, 0 -> 7
a : 0.7229, 1 -> 6
b : -3.2681, 1 -> 1
c : -6.5809, 1 -> 2
d : -6.8424, 1 -> 1
a : -7.3513, 2 -> 3
b : 5.7646, 2 -> 0
c : 3.6132, 2 -> 4
d : -6.4528, 2 -> 5
a : -7.3183, 3 -> 7
b : 4.7530, 3 -> 6
c : -2.6191, 3 -> 6
d : 5.0578, 3 -> 7
a : -8.6702, 4 -> 4
b : 8.1506, 4 -> 7
c : -7.1393, 4 -> 1
d : -9.9465, 4 -> 0
a : 7.6128, 5 -> 4
b : 5.9796, 5 -> 4
c : 0.5192, 5 -> 7
d : 2.5050, 5 -> 4
a : -9.9824, 6 -> 0
b : 0.9077, 6 -> 3
c : 7.8508, 6 -> 7
d : -1.3265, 6 -> 7
a : -5.2945, 7 -> 4
b : -7.3890, 7 -> 2
c : -5.8802, 7 -> 5
d : -2.1982, 7 -> 7
d : 9.4940, 0 -> 5
c : 7.8219, 0 -> 2
a : 8.9038, 1 -> 2
b : -3.6997, 1 -> 7
b : 0.2030, 2 -> 6
b : 5.5941, 2 -> 6
c : 6.7019, 3 -> 7
a : 3.5228, 3 -> 7
b : -2.5412, 4 -> 2
a : -8.4179, 4 -> 0
b : 0.0253, 5 -> 1
b : 5.5070, 5 -> 4
a : 8.2069, 6 -> 2
c : 1.4567, 6 -> 1
c : -2.1881, 7 -> 5
d : 5.2110, 7 -> 0
