a : -4.4134, 0 -> 1
b : 1.9777, 0 -> 6
c : 6.3397, 0 -> 5
d : 6.8011, 0 -> 7
a : 2.3324, 1 -> 5
b : 9.4379, 1 -> 4
c : -9.7669, 1 -> 4
d : -5.4147, 1 -> 6
a : -4.2657, 2 -> 7
b : -4.8751, 2 -> 1
c : -9.5148, 2 -> 2
d : -1.7935, 2 -> 4
a : -7.6704, 3 -> 0
b : 0.5620, 3 -> 2
c : -5.6627, 3 -> 5
d : 9.8235, 3 -> 3
a : 1.2530, 4 -> 5
b : -7.4188, 4 -> 0
c : 1.6536, 4 -> 7
d : -4.6993, 4 -> 0
a : 8.7330, 5 -> 3
b : -6.9851, 5 -> 0
c : -3.1723, 5 -> 4
d : -8.4430, 5 -> 3
a : 6.1058, 6 -> 5
b : 8.3917, 6 -> 4
c : 8.0843, 6 -> 3
d : 3.9910, 6 -> 2
a : 7.0814, 7 -> 3
b : 9.6642, 7 -> 4
c : -6.0268, 7 -> 5
d : -2.9305, 7 -> 2
c : 9.6020, 0 -> 0
d : 8.3450, 0 -> 0
c : -1.3401, 1 -> 4
a : -7.7755, 1 -> 4
b : 4.8400, 2 -> 3
b : -6.6472, 2 -> 7
d : 6.4178, 3 -> 1
c : 2.5720, 3 -> 2
d : 3.6606, 4 -> 7
b : -2.2971, 4 -> 5
a : 9.9585, 5 -> 0
d : 7.7746, 5 -> 0
c : 7.2492, 6 -> 1
d : 0.1049, 6 -> 0
c : -0.0424, 7 -> 6
b : 7.4568, 7 -> 3
