a : -1.5351, 0 -> 7
b : -3.2409, 0 -> 3
c : -8.1497, 0 -> 7
d : 4.8222, 0 -> 5
a : -7.5360, 1 -> 2
b : -8.5850, 1 -> 4
c : 3.0626, 1 -> 6
d : 3.6278, 1 -> 4
a : 6.3784, 2 -> 4
b : 3.1455, 2 -> 0
c : 1.1472, 2 -> 5
d : -1.7794, 2 -> 6
a : -9.7874, 3 -> 7
b : 5.2740, 3 -> 6
c : -1.6159, 3 -> 0
d : -9.8804, 3 -> 5
a : -7.5942, 4 -> 1
b : -8.8434, 4 -> 4
c : -4.0618, 4 -> 6
d : 4.6063, 4 -> 3
a : -7.8572, 5 -> 6
b : 8.3563, 5 -> 7
c : 1.0415, 5 -> 7
d : -8.4703, 5 -> 4
a : -7.7319, 6 -> 7
b : 2.4720, 6 -> 4
c : 9.5530, 6 -> 0
d : 2.6777, 6 -> 2
a : 7.4627, 7 -> 1
b : -5.9757, 7 -> 1
c : -3.6201, 7 -> 4
d : -4.8905, 7 -> 0
b : -4.4247, 0 -> 4
c : 6.6589, 0 -> 5
c : 6.3235, 1 -> 3
c : -9.8532, 1 -> 6
c : 2.9632, 2 -> 3
b : 3.1462, 2 -> 4
d : -9.4843, 3 -> 3
b : -5.7009, 3 -> 2
d : 9.6882, 4 -> 7
a : -3.7766, 4 -> 2
c : -4.6846, 5 -> 6
d : -8.4367, 5 -> 4
c : -1.1244, 6 -> 1
a : -1.9596, 6 -> 3
b : -5.0760, 7 -> 0
d : 6.0540, 7 -> 0
