a : -7.0691, 0 -> 4
b : 7.5876, 0 -> 3
c : -5.0312, 0 -> 7
d : 5.6141, 0 -> 6
a : -8.7266, 1 -> 3
b : 5.9920, 1 -> 2
c : 9.2196, 1 -> 3
d : 5.6232, 1 -> 5
a : -0.6016, 2 -> 5
b : 0.1179, 2 -> 6
c : -2.9959, 2 -> 2
d : -0.3875, 2 -> 0
a : 0.3253, 3 -> 5
b : 3.8127, 3 -> 0
c : 2.8747, 3 -> 4
d : 8.1501, 3 -> 6
a : -7.2672, 4 -> 2
b : -1.4702, 4 -> 2
c : -9.4144, 4 -> 1
d : 6.7261, 4 -> 3
a : 0.1478, 5 -> 4
b : 9.3353, 5 -> 4
c : -2.5321, 5 -> 2
d : -6.9526, 5 -> 7
a : 6.8951, 6 -> 7
b : 7.4574, 6 -> 4
c : -7.9692, 6 -> 0
d : 4.1698, 6 -> 3
a : -9.4669, 7 -> 4
b : -8.1184, 7 -> 3
c : -7.3674, 7 -> 6
d : -2.8142, 7 -> 2
b : 3.4241, 0 -> 6
a : 8.5288, 0 -> 5
d : -8.2228, 1 -> 6
a : 8.8213, 1 -> 2
c : -0.1282, 2 -> 4
c : -3.5548, 2 -> 5
d : 4.6719, 3 -> 3
b : 8.0257, 3 -> 3
a : -9.5574, 4 -> 3
d : 9.5455, 4 -> 1
d : -0.3248, 5 -> 3
d : -7.8203, 5 -> 3
d : -9.3923, 6 -> 0
c : -9.0007, 6 -> 3
d : 4.0074, 7 -> 4
d : -7.6149, 7 -> 4
