a : 1.6114, 0 -> 0
b : -0.2061, 0 -> 7
c : 3.1270, 0 -> 4
d : -1.3484, 0 -> 6
a : -6.9708, 1 -> 0
b : 3.9560, 1 -> 7
c : -4.1159, 1 -> 4
d : -7.6981, 1 -> 0
a : -0.9629, 2 -> 6
b : 7.9642, 2 -> 7
c : -0.6686, 2 -> 5
d : 3.8605, 2 -> 7
a : -1.4087, 3 -> 5
b : 7.8129, 3 -> 3
c : -4.8837, 3 -> 5
d : -1.5358, 3 -> 5
a : 5.0450, 4 -> 4
b : 8.1091, 4 -> 6
c : 7.5327, 4 -> 6
d : -7.8693, 4 -> 1
a : 0.8067, 5 -> 5
b : 5.9149, 5 -> 3
c : 5.1248, 5 -> 7
d : -8.7133, 5 -> 1
a : 1.2269, 6 -> 4
b : -2.4175, 6 -> 7
c : 3.6275, 6 -> 3
d : 2.0211, 6 -> 5
a : 1.0153, 7 -> 6
b : -8.6579, 7 -> 0
c : 8.3411, 7 -> 2
d : 9.0641, 7 -> 6
a : 5.9027, 0 -> 4
c : 3.4657, 0 -> 1
b : 7.7786, 1 -> 0
d : -5.3595, 1 -> 2
a : 2.8916, 2 -> 7
a : -3.3197, 2 -> 5
b : -7.5166, 3 -> 1
c : 7.8430, 3 -> 2
b : -3.1053, 4 -> 2
d : 7.4888, 4 -> 7
b : 5.6695, 5 -> 2
d : -4.4839, 5 -> 4
a : 5.0763, 6 -> 6
c : 6.5889, 6 -> 1
c : -9.3529, 7 -> 2
a : -5.9295, 7 -> 1
