a : -8.7460, 0 -> 3
b : 0.8861, 0 -> 6
c : 9.5551, 0 -> 3
d : -8.9828, 0 -> 3
a : 5.6392, 1 -> 6
b : -2.7516, 1 -> 5
c : 5.8913, 1 -> 5
d : 9.0320, 1 -> 6
a : 4.3683, 2 -> 1
b : 3.7372, 2 -> 7
c : -3.7137, 2 -> 1
d : -2.0076, 2 -> 3
a : -1.0314, 3 -> 5
b : 4.8075, 3 -> 0
c : -6.2924, 3 -> 0
d : -6.9375, 3 -> 1
a : 8.8725, 4 -> 6
b : -7.4476, 4 -> 2
c : 5.7185, 4 -> 1
d : -1.0190, 4 -> 5
a : -6.9070, 5 -> 6
b : -2.5402, 5 -> 7
c : -7.5417, 5 -> 7
d : 2.0277, 5 -> 0
a : 1.7756, 6 -> 0
b : -2.4321, 6 -> 2
c : 8.6081, 6 -> 7
d : 5.1240, 6 -> 3
a : 4.1241, 7 -> 6
b : 3.4321, 7 -> 7
c : 5.6148, 7 -> 0
d : -4.8840, 7 -> 4
c : 6.2419, 0 -> 6
b : 6.5017, 0 -> 7
a : 1.2687, 1 -> 3
c : -0.5141, 1 -> 2
a : -2.2575, 2 -> 3
c : -0.3489, 2 -> 7
c : -3.9725, 3 -> 6
a : -4.0889, 3 -> 1
b : -2.1695, 4 -> 3
b : 9.5457, 4 -> 1
b : -0.9414, 5 -> 5
c : -2.1787, 5 -> 4
c : 7.2751, 6 -> 5
b : -3.1024, 6 -> 3
a : 8.4986, 7 -> 0
d : -9.4060, 7 -> 0
