a : 7.5676, 0 -> 5
b : 2.1479, 0 -> 4
c : -0.8634, 0 -> 4
d : -1.6427, 0 -> 3
a : 3.1374, 1 -> 0
b : 5.6194, 1 -> 4
c : 3.1311, 1 -> 0
d : 2.8039, 1 -> 1
a : -8.5534, 2 -> 7
b : -5.6968, 2 -> 7
c : 0.2607, 2 -> 4
d : -6.5916, 2 -> 3
a : 8.5691, 3 -> 6
b : 1.4681, 3 -> 5
c : 7.7273, 3 -> 0
d : -5.3377, 3 -> 2
a : 8.2532, 4 -> 7
b : 6.8521, 4 -> 6
c : 8.7899, 4 -> 4
d : 8.0617, 4 -> 6
a : -0.9290, 5 -> 1
b : -5.0261, 5 -> 5
c : 3.1149, 5 -> 1
d : 7.4859, 5 -> 5
a : -1.6781, 6 -> 1
b : 7.8920, 6 -> 1
c : -7.0665, 6 -> 7
d : 5.0057, 6 -> 4
a : 5.9808, 7 -> 7
b : 6.2152, 7 -> 0
c : -7.3613, 7 -> 3
d : 2.9080, 7 -> 6
a : 5.7963, 0 -> 2
d : -8.2123, 0 -> 5
d : -4.2429, 1 -> 4
a : 8.1682, 1 -> 0
d : 6.5761, 2 -> 3
c : 1.4957, 2 -> 0
d : -0.7815, 3 -> 3
a : -0.8917, 3 -> 2
d : -2.2424, 4 -> 5
a : -0.2785, 4 -> 0
d : 5.2045, 5 -> 2
d : -0.3648, 5 -> 7
c : 5.5221, 6 -> 3
c : -5.9591, 6 -> 7
d : 3.7805, 7 -> 0
b : -4.9676, 7 -> 6
